GJOIN2010,GJOIN2020,WEIGHT,PAREA
G36004700290003003,G36004700290003003,1.0,1.0
G36004700291001000,G36004700291001000,1.0,1.0
G36004700291001001,G36004700291001001,1.0,1.0
G36004700291001002,G36004700291001002,1.0,1.0
G36004700291002000,G36004700291002000,1.0,1.0
G36004700291002001,G36004700291002001,1.0,1.0
G36004700291003000,G36004700291003000,1.0,1.0
G36004700291003001,G36004700291003001,1.0,1.0
G36004700292000001,G36004700292000001,1.0,1.0
G36004700292001000,G36004700292002000,1.0,1.0
G36004700292001001,G36004700292002001,1.0,1.0
G36004700292001002,G36004700292002002,1.0,1.0
G36004700292001003,G36004700292003000,0.982629961748,0.982629961748
G36004700292001003,G36004700292003001,0.017370038252,0.017370038252
G36004700292001004,G36004700292002003,1.0,1.0
G36004700292001005,G36004700292003002,1.0,1.0
G36004700292001006,G36004700292003003,1.0,1.0
G36004700292002000,G36004700292001000,1.0,1.0
G36004700292002001,G36004700292001001,1.0,1.0
G36004700292002002,G36004700292001002,1.0,1.0
G36004700293001000,G36004700293001000,1.0,1.0
G36004700293001001,G36004700293001001,1.0,1.0
G36004700293002000,G36004700293002000,1.0,1.0
G36004700293002001,G36004700293002001,1.0,1.0
G36004700293003000,G36004700293003000,1.0,1.0
G36004700293003001,G36004700293003001,1.0,1.0
G36004700293004000,G36004700293004000,1.0,1.0
G36004700293004001,G36004700293004001,1.0,1.0
G36004700294000001,G36004700294000001,1.0,1.0
G36004700294001000,G36004700294001000,1.0,1.0
G36004700294001001,G36004700294001001,1.0,1.0
G36004700294001002,G36004700294001002,1.0,1.0
G36004700294001003,G36004700294001003,1.0,1.0
G36004700294001004,G36004700294001006,0.686854783207,0.686854783207
G36004700294001004,G36004700294001007,0.313145216793,0.313145216793
G36004700294001005,G36004700294001003,1.0,0.822199488491
G36004700294001005,G36004700294001004,0.0,0.177800511509
G36004700294001006,G36004700294001005,1.0,1.0
G36004700294001007,G36004700294001008,1.0,1.0
G36004700294001008,G36004700294001009,1.0,1.0
G36004700294001009,G36004700294001010,1.0,1.0
G36004700295001000,G36004700295001000,1.0,1.0
G36004700295001001,G36004700295001001,1.0,1.0
G36004700295001002,G36004700295001002,1.0,1.0
G36004700295002000,G36004700295002000,1.0,1.0
G36004700295002001,G36004700295002001,1.0,1.0
G36004700295003000,G36004700295003000,1.0,1.0
G36004700295003001,G36004700295003001,1.0,1.0
G36004700295004000,G36004700295004000,1.0,1.0
G36004700295004001,G36004700295004001,0.645061728395,0.628095561814
G36004700295004001,G36004700295004002,0.354938271605,0.371904438186
G36004700296001000,G36004700296001000,1.0,1.0
G36004700296001001,G36004700296001001,1.0,1.0
G36004700296001002,G36004700296001002,1.0,1.0
G36004700296002000,G36004700296002000,1.0,1.0
G36004700296002001,G36004700296002001,1.0,1.0
G36004700296002002,G36004700296002002,1.0,1.0
G36004700296003000,G36004700296003000,1.0,1.0
G36004700296003001,G36004700296003001,1.0,1.0
G36004700296003002,G36004700296003002,1.0,1.0
G36004700296004000,G36004700296004000,1.0,1.0
G36004700296004001,G36004700296004001,1.0,1.0
G36004700297001000,G36004700297001000,1.0,1.0
G36004700297001001,G36004700297001001,1.0,1.0
G36004700297001002,G36004700297001002,1.0,1.0
G36004700297002000,G36004700297002000,1.0,1.0
G36004700297002001,G36004700297002001,1.0,1.0
G36004700297002002,G36004700297002002,1.0,1.0
G36004700297002003,G36004700297002003,1.0,1.0
G36004700297003000,G36004700297003000,1.0,1.0
G36004700297003001,G36004700297003001,1.0,1.0
G36004700297003002,G36004700297003002,1.0,1.0
G36004700298001000,G36004700298001000,1.0,1.0
G36004700298001001,G36004700298001001,1.0,1.0
G36004700298001002,G36004700298001002,1.0,1.0
G36004700298001003,G36004700298001003,1.0,1.0
G36004700298001004,G36004700298001004,1.0,1.0
G36004700298001005,G36004700298001005,1.0,1.0
G36004700298001006,G36004700298001006,1.0,1.0
G36004700298002000,G36004700298002000,1.0,1.0
G36004700298002001,G36004700298002001,1.0,1.0
G36004700298002002,G36004700298002002,1.0,1.0
G36004700298002003,G36004700298002003,1.0,1.0
G36004700298002004,G36004700298002004,1.0,1.0
G36004700298002005,G36004700298002000,1.0,1.0
G36004700298003000,G36004700298003000,1.0,1.0
G36004700298003001,G36004700298003001,1.0,1.0
G36004700298003002,G36004700298003002,1.0,1.0
G36004700299001000,G36004700299001000,1.0,1.0
G36004700299001001,G36004700299001001,1.0,1.0
G36004700299001002,G36004700299001002,1.0,1.0
G36004700299001003,G36004700299001003,1.0,1.0
G36004700299001004,G36004700299001004,1.0,1.0
G36004700299002000,G36004700299002000,1.0,1.0
G36004700299002001,G36004700299002001,1.0,1.0
G36004700299002002,G36004700299002002,1.0,1.0
G36004700299002003,G36004700299002003,1.0,1.0
G36004700299002004,G36004700299002004,1.0,1.0
G36004700300001000,G36004700300001000,1.0,1.0
G36004700300001001,G36004700300001001,1.0,1.0
G36004700300001002,G36004700300002000,1.0,1.0
G36004700300001003,G36004700300002001,1.0,1.0
G36004700300002000,G36004700300003000,1.0,1.0
G36004700300002001,G36004700300003001,1.0,1.0
G36004700300002002,G36004700300004000,1.0,1.0
G36004700300002003,G36004700300004001,1.0,1.0
G36004700300002004,G36004700300005000,1.0,1.0
G36004700300002005,G36004700300005001,1.0,1.0
G36004700300002006,G36004700300006000,1.0,1.0
G36004700301001000,G36004700301001000,1.0,1.0
G36004700301001001,G36004700301001001,1.0,1.0
G36004700301001002,G36004700301001002,1.0,1.0
G36004700301001003,G36004700301001003,1.0,1.0
G36004700301002000,G36004700301002000,1.0,1.0
G36004700301002001,G36004700301002001,1.0,1.0
G36004700301002002,G36004700301002002,1.0,1.0
G36004700301002003,G36004700301002003,1.0,1.0
G36004700301003000,G36004700301003000,1.0,1.0
G36004700301003001,G36004700301003001,1.0,1.0
G36004700301003002,G36004700301003002,1.0,1.0
G36004700301003003,G36004700301003003,1.0,1.0
G36004700301003004,G36004700301003004,1.0,1.0
G36004700301003005,G36004700301003005,1.0,1.0
G36004700301003006,G36004700301003006,1.0,1.0
G36004700301003007,G36004700301003007,1.0,1.0
G36004700302001000,G36004700302001000,1.0,1.0
G36004700302001001,G36004700302001001,1.0,1.0
G36004700302001002,G36004700302001002,1.0,1.0
G36004700302001003,G36004700302001003,1.0,1.0
G36004700302002000,G36004700302002000,1.0,1.0
G36004700302002001,G36004700302002001,1.0,1.0
G36004700302002002,G36004700302002002,1.0,1.0
G36004700302003000,G36004700302003000,1.0,1.0
G36004700302003001,G36004700302003001,1.0,1.0
G36004700302003002,G36004700302003002,1.0,1.0
G36004700303001000,G36004700303001000,1.0,1.0
G36004700303001001,G36004700303001001,1.0,1.0
G36004700303001002,G36004700303001002,1.0,1.0
G36004700303001003,G36004700303001003,1.0,1.0
G36004700303002000,G36004700303002000,0.0,0.198986347655
G36004700303002000,G36004700303002001,1.0,0.801013652345
G36004700303002001,G36004700303002002,1.0,1.0
G36004700303002002,G36004700303002002,1.0,1.0
G36004700303002003,G36004700303002003,1.0,1.0
G36004700303002004,G36004700303002004,1.0,1.0
G36004700303003000,G36004700303003000,0.0,0.159970172822
G36004700303003000,G36004700303003001,1.0,0.840029827178
G36004700303003001,G36004700303003002,1.0,1.0
G36004700303003002,G36004700303003003,1.0,1.0
G36004700303003003,G36004700303003004,1.0,1.0
G36004700304000001,G36004700304000001,0.999504085782,0.999504085782
G36004700304000001,G36004700304000002,0.000495914218,0.000495914218
G36004700304001000,G36004700304001000,1.0,1.0
G36004700304001001,G36004700304001001,1.0,1.0
G36004700304001002,G36004700304001002,1.0,1.0
G36004700304001003,G36004700304001003,1.0,1.0
G36004700304001004,G36004700304001004,1.0,1.0
G36004700304001005,G36004700304001005,1.0,1.0
G36004700304001006,G36004700304001006,0.645118247907,0.645118247907
G36004700304001006,G36004700304001007,0.354881752093,0.354881752093
G36004700304001007,G36004700304001008,1.0,1.0
G36004700304001008,G36004700304001009,1.0,1.0
G36004700304001009,G36004700304001009,1.0,1.0
G36004700304001010,G36004700304001010,1.0,1.0
G36004700304002000,G36004700304002000,1.0,1.0
G36004700304002001,G36004700304002001,1.0,1.0
G36004700304002002,G36004700304002002,1.0,1.0
G36004700304002003,G36004700304002003,1.0,1.0
G36004700304002004,G36004700304002004,1.0,1.0
G36004700304002005,G36004700304002004,1.0,1.0
G36004700304003000,G36004700304003000,1.0,1.0
G36004700304003001,G36004700304003001,1.0,1.0
G36004700304003002,G36004700304003002,1.0,1.0
G36004700304003003,G36004700304003003,1.0,1.0
G36004700304003004,G36004700304003004,1.0,1.0
G36004700304003005,G36004700304003005,1.0,1.0
G36004700304003006,G36004700304003006,1.0,1.0
G36004700304003007,G36004700304003007,1.0,1.0
G36004700304003008,G36004700304003008,1.0,1.0
G36004700305001000,G36004700305001000,1.0,1.0
G36004700305001001,G36004700305001001,1.0,1.0
G36004700305001002,G36004700305001002,1.0,1.0
G36004700305001003,G36004700305001003,1.0,1.0
G36004700305001004,G36004700305001004,1.0,1.0
G36004700305001005,G36004700305001005,1.0,1.0
G36004700305001006,G36004700305001006,1.0,1.0
G36004700305001007,G36004700305001007,1.0,1.0
G36004700305001008,G36004700305001008,1.0,1.0
G36004700305002000,G36004700305002000,1.0,1.0
G36004700305002001,G36004700305002001,1.0,1.0
G36004700305002002,G36004700305002002,1.0,1.0
G36004700305003000,G36004700305003000,1.0,1.0
G36004700305003001,G36004700305003001,1.0,1.0
G36004700305003002,G36004700305003002,1.0,1.0
G36004700305004000,G36004700305004000,1.0,1.0
G36004700305004001,G36004700305004001,1.0,1.0
G36004700305004002,G36004700305004002,1.0,1.0
G36004700306001000,G36004700306001000,1.0,1.0
G36004700306001001,G36004700306001000,0.0,0.001466110297
G36004700306001001,G36004700306001003,1.0,0.998533889703
G36004700306001002,G36004700306001008,1.0,1.0
G36004700306001003,G36004700306001001,1.0,1.0
G36004700306001004,G36004700306001002,1.0,1.0
G36004700306001005,G36004700306001004,1.0,1.0
G36004700306001006,G36004700306001005,1.0,1.0
G36004700306001007,G36004700306001006,1.0,1.0
G36004700306001008,G36004700306001007,1.0,1.0
G36004700306001009,G36004700306001009,1.0,1.0
G36004700306001010,G36004700306001009,1.0,1.0
G36004700306001011,G36004700306001010,1.0,1.0
G36004700307001000,G36004700307001000,1.0,1.0
G36004700307001001,G36004700307001001,1.0,1.0
G36004700307001002,G36004700307001001,1.0,1.0
G36004700307001003,G36004700307001001,1.0,1.0
G36004700307002000,G36004700307002000,1.0,1.0
G36004700307002001,G36004700307002000,1.0,1.0
G36004700307003000,G36004700307003000,0.0,0.18467198038
G36004700307003000,G36004700307003013,1.0,0.81532801962
G36004700307003001,G36004700307003001,0.0,0.092634121097
G36004700307003001,G36004700307003004,0.0,0.091900983267
G36004700307003001,G36004700307003005,1.0,0.815464895636
G36004700307003002,G36004700307003002,0.0,0.102188530558
G36004700307003002,G36004700307003003,0.0,0.089168701015
G36004700307003002,G36004700307003006,1.0,0.808642768427
G36004700307003003,G36004700307003007,0.683636363636,0.859225445442
G36004700307003003,G36004700307003008,0.316363636364,0.140774554558
G36004700307003004,G36004700307003009,1.0,1.0
G36004700307003005,G36004700307003010,1.0,1.0
G36004700307003006,G36004700307003011,1.0,1.0
G36004700307003007,G36004700307003011,1.0,1.0
G36004700307003008,G36004700307003012,1.0,1.0
G36004700308001000,G36004700308001000,0.969002145121,0.987583711684
G36004700308001000,G36004700308001001,0.030997854879,0.012416288316
G36004700308001001,G36004700308001001,1.0,1.0
G36004700308001002,G36004700308001002,1.0,1.0
G36004700308001003,G36004700308001003,1.0,1.0
G36004700308001004,G36004700308001004,1.0,1.0
G36004700308001005,G36004700308001005,0.514231499051,0.525783541763
G36004700308001005,G36004700308001009,0.485768500949,0.474216458237
G36004700308001006,G36004700308001006,1.0,1.0
G36004700308001007,G36004700308001007,1.0,1.0
G36004700308001008,G36004700308001008,1.0,1.0
G36004700308001009,G36004700308001010,1.0,1.0
G36004700308001010,G36004700308001010,1.0,1.0
G36004700308001011,G36004700308001011,0.992387638915,0.894946279347
G36004700308001011,G36004700308001012,0.0,0.091656718398
G36004700308001011,G36004700314016001,0.007612361085,0.013397002255
G36004700309001000,G36004700309001000,0.0,0.100359958862
G36004700309001000,G36004700309001004,1.0,0.803779568049
G36004700309001000,G36004700309001005,0.0,0.095860473089
G36004700309001001,G36004700309001001,0.0,0.106353533235
G36004700309001001,G36004700309001002,0.0,0.088739777731
G36004700309001001,G36004700309001003,1.0,0.804906689033
G36004700309001002,G36004700309001007,1.0,1.0
G36004700309001003,G36004700309001006,1.0,1.0
G36004700309002000,G36004700309002000,1.0,1.0
G36004700309002001,G36004700309002001,1.0,1.0
G36004700309002002,G36004700309002002,1.0,1.0
G36004700311001000,G36004700311001000,0.0,0.112478920742
G36004700311001000,G36004700311001001,0.0,0.087127599775
G36004700311001000,G36004700311001002,1.0,0.800393479483
G36004700311001001,G36004700311001000,0.0,0.114074074074
G36004700311001001,G36004700311001001,0.0,0.087242798354
G36004700311001001,G36004700311001002,1.0,0.798683127572
G36004700311001002,G36004700311001003,1.0,1.0
G36004700311001003,G36004700311001004,1.0,1.0
G36004700311002000,G36004700311002000,1.0,1.0
G36004700311002001,G36004700311002001,1.0,1.0
G36004700311002002,G36004700311002002,1.0,1.0
G36004700311003000,G36004700311003000,0.0,0.108378526086
G36004700311003000,G36004700311003001,0.0,0.094463362341
G36004700311003000,G36004700311003002,1.0,0.797158111574
G36004700311003001,G36004700311003003,1.0,1.0
G36004700313001000,G36004700313001000,0.0,0.08912171776
G36004700313001000,G36004700313001001,0.0,0.09968524986
G36004700313001000,G36004700313001002,1.0,0.81119303238
G36004700313001001,G36004700313001003,1.0,1.0
G36004700313002000,G36004700313002000,1.0,1.0
G36004700313002001,G36004700313002001,1.0,1.0
G36004700313002002,G36004700313002002,1.0,1.0
G36004700313003000,G36004700313003000,1.0,1.0
G36004700313003001,G36004700313003001,1.0,1.0
G36004700313003002,G36004700313003002,1.0,1.0
G36004700313004000,G36004700313004000,0.0,0.086632811155
G36004700313004000,G36004700313004001,0.0,0.100791874677
G36004700313004000,G36004700313004002,1.0,0.812575314168
G36004700313004001,G36004700313004003,1.0,1.0
G36004700314000001,G36004700314010001,0.552538186672,0.552538186672
G36004700314000001,G36004700314020001,0.447461813328,0.447461813328
G36004700314001000,G36004700314011000,1.0,1.0
G36004700314001001,G36004700314011001,1.0,1.0
G36004700314001002,G36004700314011002,1.0,1.0
G36004700314001003,G36004700314011003,1.0,1.0
G36004700314001004,G36004700314011004,1.0,1.0
G36004700314001005,G36004700314011005,1.0,1.0
G36004700314002000,G36004700314013000,0.661568820918,0.661568820918
G36004700314002000,G36004700314013001,0.338431179082,0.338431179082
G36004700314002001,G36004700314013002,1.0,1.0
G36004700314002002,G36004700314013003,1.0,0.109239799279
G36004700314002002,G36004700314014000,0.0,0.074270439039
G36004700314002002,G36004700314021000,0.0,0.816489761681
G36004700314002003,G36004700314013003,1.0,1.0
G36004700314002004,G36004700314013004,1.0,1.0
G36004700314002005,G36004700314013011,1.0,1.0
G36004700314002006,G36004700314013010,1.0,1.0
G36004700314002007,G36004700314013005,0.352112676056,0.352112676056
G36004700314002007,G36004700314013006,0.647887323944,0.647887323944
G36004700314002008,G36004700314013010,1.0,1.0
G36004700314002009,G36004700314013005,0.263507896924,0.263507896924
G36004700314002009,G36004700314013006,0.736492103076,0.736492103076
G36004700314002010,G36004700314013007,1.0,1.0
G36004700314002011,G36004700314013009,1.0,1.0
G36004700314002012,G36004700314013008,1.0,1.0
G36004700314003000,G36004700314012000,1.0,1.0
G36004700314003001,G36004700314012001,1.0,1.0
G36004700314003002,G36004700314012002,1.0,1.0
G36004700314004000,G36004700314015000,1.0,1.0
G36004700314004001,G36004700314015001,1.0,1.0
G36004700314004002,G36004700314016000,1.0,1.0
G36004700314004003,G36004700314016001,1.0,1.0
G36004700314004004,G36004700314015000,1.0,1.0
G36004700315001000,G36004700315001000,0.0,0.087601825393
G36004700315001000,G36004700315001001,0.0,0.113745894997
G36004700315001000,G36004700315001002,1.0,0.798652279609
G36004700315001001,G36004700315001003,1.0,1.0
G36004700315002000,G36004700315002000,1.0,1.0
G36004700315002001,G36004700315002001,1.0,1.0
G36004700315003000,G36004700315003000,1.0,1.0
G36004700315003001,G36004700315003001,1.0,1.0
G36004700315004000,G36004700315004000,0.0,0.082080154085
G36004700315004000,G36004700315004001,0.0,0.13038002815
G36004700315004000,G36004700315004002,1.0,0.787539817764
G36004700315004001,G36004700315004003,1.0,1.0
G36004700317011000,G36004700317011000,1.0,1.0
G36004700317011001,G36004700317011001,1.0,1.0
G36004700317012000,G36004700317012000,1.0,1.0
G36004700317012001,G36004700317012001,1.0,1.0
G36004700317013000,G36004700317013000,1.0,1.0
G36004700317013001,G36004700317013001,1.0,1.0
G36004700317021000,G36004700317021000,1.0,1.0
G36004700317021001,G36004700317021001,1.0,1.0
G36004700317022000,G36004700317022000,1.0,0.758359053498
G36004700317022000,G36004700317022003,0.0,0.241640946502
G36004700317022001,G36004700317022001,1.0,0.75546301464
G36004700317022001,G36004700317022002,0.0,0.24453698536
G36004700317023000,G36004700317023000,1.0,1.0
G36004700317023001,G36004700317023001,1.0,1.0
G36004700319001000,G36004700319001000,0.0,0.229625876193
G36004700319001000,G36004700319001001,1.0,0.770374123807
G36004700319001001,G36004700319001002,1.0,1.0
G36004700319002000,G36004700319002000,1.0,1.0
G36004700319002001,G36004700319002001,1.0,1.0
G36004700319003000,G36004700319003000,1.0,1.0
G36004700319003001,G36004700319003001,1.0,1.0
G36004700319003002,G36004700319003002,1.0,1.0
G36004700319003003,G36004700319003003,1.0,1.0
G36004700321001000,G36004700321001000,0.020190023753,0.237097466724
G36004700321001000,G36004700321001001,0.979809976247,0.762902533276
