"GEOID","pop_2010_asian","pop_2010_total","pop_2020_asian","pop_2020_total"
"360470337012",3.72871521705845,1022,38,1080
"360470337021",2.39743444654437,695,6,757
"360470337022",4.66626910896036,1165,11,1359
"360470339001",11,1354,23,1468
"360470339002",7,1066,33,1198
"360470339003",62,1120,96,1124
"360470339004",14,836,32,886
"360470340001",21,1567,59,1387
"360470340002",3,681,15,571
"360470341001",2,782,17,878
"360470341002",7,753,24,689
"360470341003",3,1072,15,1118
"360470342001",92,2468,159,2507
"360470342002",9,864,83,1324
"360470342003",76,2011,243,2068
"360470342004",18,1159,44,1161
"360470343001",2,620,10,678
"360470343002",10,1257,16,1229
"360470343003",27.3708381171,1863.40665901217,57,1691
"360470343004",22.6291618829,1540.59334098783,50,1426
"360470345001",8,1223,31,1278
"360470345002",0,1424,49,1460
"360470347001",6,721,23,1003
"360470347002",4,1010,20,1062
"360470347003",4,1497,15,1580
"360470348001",329,1386,423,1607
"360470348002",94,1151,95,1221
"360470349011",10.9413298565841,1049,8,1046
"360470349012",5.59298812777733,1100,18,1021
"360470349021",1.61891697591099,1552,34,1489
"360470349022",0.846765039727582,746,1,727
"360470349023",3,956,32,1131
"360470350001",17,1999,22,1865
"360470350002",10,1297,10,1217
"360470351011",18.6153279292557,1704,79,2243
"360470351021",21.7264699376818,1864,20,1428
"360470351022",3.65820213306247,1029,16,1198
"360470352000",0,0,0,0
"360470352001",35,1246,95,1367
"360470353011",4,1804,31,1953
"360470353012",2.97098515519568,629,10,613
"360470353021",1.22346666666667,1147,14,1185
"360470353022",4.80554817813765,1581,49,1626
"360470354001",9,1917,11,1888
"360470354002",10,1963,37,2120
"360470354003",9,2391,13,1485
"360470355001",12,1891,22,1876
"360470355002",5,1488,3,1459
"360470355003",3,1874,15,1857
"360470356011",8,2912,1,2902
"360470356021",4,993,20,1030
"360470356022",2,2299,27,2422
"360470356023",18,1979,93,2022
"360470357011",10,2506,66,2322
"360470357021",0,0,1,15
"360470359001",7,1443,14,1520
"360470359002",4,1238,15,1319
"360470359003",16,2140,12,1818
"360470359004",3,864,6,960
"360470360011",10,1087,31,1094
"360470360012",3,907,55,980
"360470360013",10,1223,115,1313
"360470360021",40,1898,199,2049
"360470360022",26,2032,154,2154
"360470361001",2,605,5,788
"360470361002",19.0008197908095,1021.43858808307,26,1047
"360470361003",2,982,12,1129
"360470362001",422,1817,467,1832
"360470362002",277,1325,288,1290
"360470362003",190,1062,204,1018
"360470363001",3,530,29,675
"360470363002",5,1403,10,1801
"360470363003",2,1594,12,1598
"360470363004",1,581,4,1311
"360470364001",434,1484,601,1764
"360470364002",171,921,232,1242
"360470365011",1,2018,18,2107
"360470365012",6,606,38,852
"360470365021",13,1255,23,1902
"360470366001",512,1428,693,1467
"360470366002",120,1767,150,1733
"360470366003",670,1572,648,1481
"360470367001",0.281879194630872,23,1,146
"360470367002",8.77852348993289,654,26,915
"360470367003",4.93959731543624,628,20,697
"360470367004",0,0,2,38
"360470369001",11,1123,40,1664
"360470369002",13,1120,51,1379
"360470369003",2,1297,28,1576
"360470369004",18,1383,46,1517
"360470370001",155,1156,214,1255
"360470370002",84,995,118,1032
"360470370003",370,1158,566,1636
"360470370004",195,776,191,827
"360470371001",0,786,22,766
"360470371002",1,875,54,928
"360470371003",5,871,25,969
"360470371004",3,932,11,1052
"360470371005",9,656,4,788
"360470373001",7,862,46,1237
"360470373002",6,842,15,1017
"360470373003",0,888,37,962
"360470373004",5,1192,10,1169
"360470374011",89.3725490196078,689,141,704
"360470374012",66.8680641183724,986,118,1107
"360470374013",43.1319358816276,636,63,685
"360470374014",82.6274509803922,637,144,724
"360470374015",143,1353,322,1476
"360470374021",203,1399,412,1659
"360470374022",71,1394,242,1677
"360470374023",83,873,300,1015
"360470374024",146,907,193,1016
"360470375001",33,776,37,956
"360470375002",65,1212,150,1922
"360470375003",25,922,40,931
"360470377001",8,678,19,872
"360470377002",8,966,15,967
"360470377003",6,915,30,1001
"360470377004",17,1101,18,1130
"360470379001",4,1026,29,1029
"360470379002",3,1453,21,1436
"360470379003",7,1227,27,1386
"360470381001",5,1001,28,1195
"360470381002",1,2265,32,2307
"360470381003",3,646,25,837
"360470381004",18,851,52,974
"360470382001",668,1099,823,1322
"360470382002",402,2401,502,2262
"360470382003",294,2443,433,2298
"360470383001",1,1033,46,1276
"360470383002",8,1212,51,1189
"360470383003",7,835,19,962
"360470383004",13,851,21,911
"360470385001",30,1124,51,1166
"360470385002",10,502,10,577
"360470385003",12,1086,42,1307
"360470385004",9,710,47,919
"360470386001",389,2030,604,2155
"360470386002",650,1447,893,1657
"360470387001",13,860,118,1518
"360470387002",18,932,113,1021
"360470387003",14,1093,55,1240
"360470387004",18,1125,64,1129
"360470388001",18,951,236,1118
"360470388002",54,1271,97,1213
"360470388003",99,881,128,964
"360470388004",137,738,138,752
"360470389001",99,1325,162,1626
"360470389002",19,777,42,873
"360470389003",96,671,89,1071
"360470390001",109,1236,138,1299
"360470390002",15,1046,21,1022
"360470391001",60,1157,340,3674
"360470391002",67,1146,175,2102
"360470392001",106,1202,84,1207
"360470392002",102,1554,177,1701
"360470393001",17,1044,80,1322
"360470393002",30,1245,107,1416
"360470393003",65,1260,90,1403
"360470394001",46,777,123,695
"360470394002",26,677,6,613
"360470394003",7,987,15,879
"360470395001",8,1014,59,1163
"360470395002",41,1497,153,1685
"360470395003",13,869,93,1182
"360470396001",6,955,12,744
"360470396002",26,1171,100,1204
"360470397001",19,1191,63,1227
"360470397002",14,871,62,1183
"360470397003",33,1327,54,1458
"360470398001",320,1551,620,1705
"360470398002",494,1093,662,1136
"360470399001",23,1425,46,1469
"360470399002",6,1315,62,1829
"360470399003",69,1083,75,1080
"360470400001",198,1122,226,1234
"360470400002",153,670,329,739
"360470400003",591,1277,749,1308
"360470401001",33,834,30,966
"360470401002",16,1180,62,1263
"360470401003",14,1504,85,1549
"360470402001",0,0,0,0
"360470402002",499.90099009901,1020,645,1049
"360470402003",277.925339366516,763,384,810
"360470402004",398.173670534474,957,685,1166
"360470403001",25,1245,71,1436
"360470403002",34,1089,53,1237
"360470403003",1,1204,41,1219
"360470404001",428,1237,680,1296
"360470404002",608,1314,822,1516
"360470405001",10,856,68,1206
"360470405002",5,624,29,623
"360470406001",323,1181,588,1305
"360470406002",461,846,685,1050
"360470406003",545,1157,740,1244
"360470407001",0,14,0,6
"360470408001",329,987,507,1107
"360470408002",366,1012,561,1143
"360470408003",898,1567,1078,1683
"360470409001",10,1422,56,1500
"360470409002",21,1080,43,1119
"360470409003",5,1250,36,1181
"360470410001",109,799,348,1018
"360470410002",202,974,356,1118
"360470411001",10,1217,73,1336
"360470411002",20,1113,37,1110
"360470411003",5,972,26,886
"360470412001",541,1394,780,1642
"360470412002",397,1535,574,1733
"360470413001",10,1116,42,1193
"360470413002",6,1289,20,1289
"360470413003",5,1417,77,1469
"360470414011",61,641,113,783
"360470414012",12,710,34,697
"360470414021",20,844,99,990
"360470414022",1,768,38,865
"360470415001",16,1547,37,1500
"360470415002",34,1711,73,1719
"360470415003",23,806,44,813
"360470416001",29,1308,31,1200
"360470416002",35,1016,69,912
"360470417001",5,633,20,637
"360470417002",8,736,9,661
"360470417003",78,1213,107,1118
"360470417004",18,1027,25,932
"360470418001",124,1227,201,1328
"360470418002",21,1132,60,1317
"360470419001",18,1839,61,1787
"360470419002",7,1014,40,1034
"360470419003",2,917,57,1059
"360470420001",45,611,18,561
"360470420002",30,1285,27,1351
"360470421001",5,975,98,1392
"360470421002",14,887,57,1056
"360470421003",62,1023,80,1200
"360470421004",104,1035,117,1218
"360470422001",31,968,172,1030
"360470422002",19,1632,105,1649
"360470422003",117,968,143,984
"360470423001",61,1807,105,1875
"360470423002",74,1466,99,1618
"360470423003",39,944,55,1073
"360470424001",361,1048,435,1193
"360470424002",520,1527,812,1708
"360470424003",272,1091,371,1274
"360470425001",29,1291,37,1231
"360470425002",19,662,39,780
"360470425003",23,1089,46,1015
"360470426001",461,1508,676,1562
"360470426002",525,1492,718,1639
"360470426003",463,1135,481,1149
"360470427001",72,1355,83,1315
"360470427002",65,1619,60,1424
"360470427003",19,1328,59,1328
"360470427004",89,772,76,853
"360470428001",392,1239,568,1381
"360470428002",305,1283,421,1366
"360470428003",186,1335,366,1543
"360470429001",24,1460,61,1261
"360470429002",41,1534,77,1577
"360470429003",123,1200,164,1379
"360470429004",59,1436,62,1339
"360470430001",450,1187,637,1307
"360470430002",193,828,303,942
"360470430003",379,1318,552,1593
"360470431001",43,1087,79,1122
"360470431002",83,1246,126,1245
"360470431003",99,1257,35,1124
"360470431004",37,1523,60,1393
"360470432001",212,1078,521,1304
"360470432002",513,1963,693,1967
"360470432003",685,1209,692,1243
"360470433001",76,1076,66,1035
"360470433002",86,1104,81,956
"360470433003",64,1884,101,1852
"360470434001",363,1323,678,1589
"360470434002",319,1202,378,1114
"360470434003",217,908,477,1163
"360470435001",38,1411,98,1541
"360470435002",17,1611,95,1750
"360470435003",41,1441,71,1418
"360470436001",446,1703,753,1977
"360470436002",325,1095,382,1229
"360470436003",343,1362,386,1488
"360470437001",50,1253,63,1357
"360470437002",3,1576,53,1507
"360470437003",21,1204,45,1257
"360470437004",23,1207,36,1161
"360470438001",40,1008,130,1147
"360470438002",163,1473,337,1758
"360470439001",21,1424,68,1619
"360470439002",145,1419,174,1443
"360470439003",91,986,100,1035
"360470440001",8,906,34,882
"360470440002",15,952,30,937
"360470440003",154,1022,202,1059
"360470441001",137,1861,162,1876
"360470441002",190,1982,160,1902
"360470441003",239,1800,198,1748
"360470442001",40,1413,38,1426
"360470442002",19,1245,14,1205
"360470443001",78,1534,96,1393
"360470443002",140,1493,161,1593
"360470443003",123,1485,98,1231
"360470443004",247,1045,158,978
"360470444001",29,1024,62,1066
"360470444002",24,1206,64,1127
"360470444003",83,1106,126,1067
"360470445001",422,1337,372,1460
"360470445002",191,1552,147,1387
"360470445003",118,1557,111,1360
"360470446001",244.753668763103,697,331,795
"360470446002",346.246331236897,1212,397,1231
"360470447001",64,1512,68,1641
"360470447002",26,798,62,818
"360470448001",109,597,144,532
"360470448002",25,1318,65,1433
"360470449011",18,2266,36,1973
"360470449012",24,649,41,697
"360470449013",0.176470588235294,3,0,0
"360470449014",0.764705882352941,13,1,24
"360470449021",0,0,0,0
"360470449022",0,0,0,15
"360470449023",0.0588235294117647,1,0,29
"360470450001",22,673,13,645
"360470452001",7,1287,10,1278
"360470452002",38,1414,69,1340
"360470453001",46,1351,31,1150
"360470453002",43,666,45,736
"360470454001",116,947,137,978
"360470454002",0,905,12,1058
"360470456001",82,926,302,1284
"360470456002",298,1431,436,1483
"360470458001",8,763,40,814
"360470458002",0,727,9,744
"360470460001",333,1378,410,1319
"360470460002",687,1706,883,1827
"360470460003",140,645,121,682
"360470462011",243.677859454863,1545,370,1536
"360470462012",87.3221405451372,1087,133,1164
"360470462021",7,869,123,967
"360470462022",46,934,12,924
"360470464001",41,1344,87,1358
"360470464002",30,1494,21,1374
"360470468001",41,2054,52,2138
"360470470001",10,1602,5,1557
"360470470002",5,1284,63,1266
"360470472001",0,942,5,923
"360470472002",0,1162,5,1109
"360470472003",0,1037,10,1067
"360470474001",1,1732,136,1870
"360470474002",0,1237,2,1362
"360470476001",41,1004,60,1410
"360470476002",15,1060,12,1111
"360470476003",8,1582,41,1533
"360470477001",75,1268,174,1795
"360470477002",190,2050,195,2431
"360470478001",162,1368,197,1452
"360470478002",31,1657,177,1723
"360470478003",110,1823,110,2133
"360470480001",261,1691,358,1744
"360470480002",218,2078,273,2080
"360470481001",81,678,67,712
"360470481002",108,667,118,778
"360470481003",138,1433,135,1615
"360470482001",357,871,603,1121
"360470482002",363,1284,480,1465
"360470482003",472,1906,732,2017
"360470482004",96.6929133858268,614,160,747
"360470482005",103.307086614173,656,165,772
"360470484001",224,2361,523,2542
"360470484002",142.338533477555,1660,261,1782
"360470484003",123.661466522445,1460,318,1598
"360470485001",47,1006,82,948
"360470485002",69,1504,84,1522
"360470486001",539,1227,653,1232
"360470486002",345,1219,434,1204
"360470486003",699,1122,793,1161
"360470488001",317,1353,392,1331
"360470488002",438,1294,478,1389
"360470488003",353,1748,534,1816
"360470489001",5,1213,9,1151
"360470489002",0,861,16,1186
"360470489003",6,1965,11,1420
"360470490001",474,2530,577,2523
"360470490002",281,2363,927,2670
"360470490003",173,1006,189,843
"360470491001",720,1921,786,1852
"360470491002",15,660,82,873
"360470491003",120,2025,128,1918
"360470491004",873,1812,904,1723
"360470492001",158,1055,277,1072
"360470492002",486,1364,475,1263
"360470492003",168,1076,193,1031
"360470493011",21,2160,47,1897
"360470493021",58,1432,104,1466
"360470493022",57,923,89,1127
"360470493023",14,1698,26,1496
"360470493024",19,1412,66,1387
"360470494001",204,1174,274,1340
"360470494002",278,1680,399,1695
"360470494003",222,1725,451,1757
"360470494004",157,729,191,735
"360470495001",64,813,98,1073
"360470495002",90,943,121,1072
"360470495003",73,847,87,969
"360470496001",533,1659,558,1810
"360470496002",514,1497,538,1505
"360470496003",536,1357,597,1331
"360470497001",26,750,62,897
"360470497002",78,830,105,1111
"360470497003",65,1065,107,1133
"360470498001",464,1487,603,1673
"360470498002",610,1720,531,1728
"360470498003",492,1025,522,1116
"360470499001",25,781,69,862
"360470499002",55,972,124,1285
"360470500011",104,866,130,899
"360470500012",93,1061,113,1163
"360470500021",262,1547,217,1607
"360470501001",64,870,69,898
"360470501002",52,1016,86,934
"360470501003",72,900,98,1119
"360470502021",51,1138,62,1167
"360470502022",68,1063,76,1145
"360470503001",44,802,77,799
"360470503002",29,978,85,1115
"360470503003",74,802,76,845
"360470504011",48,1074,51,1105
"360470504012",183,1419,239,1892
"360470504021",199.659292035398,1157,219,1146
"360470504022",151.340707964602,877,183,858
"360470505001",12,1537,44,1446
"360470505002",72,1131,165,1523
"360470505003",422,1495,452,1598
"360470506001",66,1560,102,1382
"360470506002",40,912,31,837
"360470506003",88,1808,293,1698
"360470506004",66,1736,81,1695
"360470507001",25,2288,38,3545
"360470508011",54,1416,67,1382
"360470508012",66,2664,83,2929
"360470508031",50,2464,120,2548
"360470508041",89,1584,160,1934
"360470508042",35,2062,63,1926
"360470508043",139,2604,125,2336
"360470509001",5,1644,72,2308
"360470509002",0,2050,5,2804
"360470510011",12,1879,36,1662
"360470510012",34,2047,33,2078
"360470510021",18,1901,61,1807
"360470510022",45,1581,117,1657
"360470510023",14,1243,32,1136
"360470511001",709,1734,656,1656
"360470511002",28,829,164,1496
"360470511003",61,1370,66,1393
"360470512001",28,1847,64,1800
"360470512002",11,1638,44,1487
"360470512003",53,1499,59,1318
"360470512004",103,1414,92,1341
"360470513001",63,989,139,1267
"360470513002",64,1085,75,994
"360470513003",58,1271,221,2266
"360470513004",20,987,62,999
"360470514001",40,911,101,980
"360470514002",381,2047,434,1908
"360470514003",75,2395,109,2313
"360470514004",46,2013,45,1822
"360470515001",110,1372,211,2451
"360470516011",19,1741,81,1806
"360470516012",44,1711,42,1509
"360470516013",130,2280,128,2092
"360470516021",23,2005,62,1890
"360470516022",49,2023,62,1984
"360470517001",34,476,145,1280
"360470517002",117,1259,117,1356
"360470518001",40,1024,37,1133
"360470518002",73,1261,142,1400
"360470518003",251,1130,255,995
"360470519001",115,1454,380,3203
"360470519002",96,1060,148,1397
"360470519003",65,1050,156,1501
"360470520001",260,1642,225,1555
"360470520002",502,1266,553,1412
"360470520003",556,1320,519,1208
"360470523001",28,1590,99,1531
"360470523002",63,1255,83,1157
"360470523003",49,1214,52,1164
"360470523004",17,656,62,778
"360470523005",21,754,31,775
"360470525001",35,2170,92,2508
"360470525002",52,1329,69,1212
"360470526001",520,2118,434,2002
"360470526002",135,1062,220,1185
"360470526003",303,1177,360,1166
"360470527001",8,1026,39,1051
"360470527002",35,708,47,699
"360470527003",35,804,34,738
"360470527004",33,905,53,820
"360470527005",20,868,35,772
"360470527006",17,1327,48,1190
"360470527007",11,991,21,775
"360470528001",35,893,81,899
"360470528002",474,925,423,905
"360470529001",0,986,2,1033
"360470529002",10,1616,23,1815
"360470529003",5,1377,8,1451
"360470530001",339,1083,459,1216
"360470530002",191,1147,195,962
"360470530003",173,1235,282,1428
"360470531011",0.760337213970293,947,9,1624
"360470531012",0.109193095142513,1354,46,1373
"360470531021",1.56841470765521,2602,29,3727
"360470531022",1.56205498323198,2124,17,2163
"360470532001",382,1292,343,1283
"360470532002",190,1287,211,1227
"360470533001",3,1341,3,1551
"360470533002",3,936,1,1091
"360470533003",0,1420,2,1413
"360470533004",2,1561,1,1727
"360470533005",0,1308,1,1333
"360470534001",417,1333,495,1447
"360470534002",230,1325,313,1314
"360470534003",95,890,181,1065
"360470534004",144,835,250,951
"360470535001",3,1408,29,1450
"360470535002",1,902,2,942
"360470535003",1,726,0,709
"360470535004",0,1312,1,1368
"360470537001",5,1150,2,1215
"360470537002",2,2425,37,3089
"360470538001",51,1394,229,1923
"360470538002",189,1627,290,1781
"360470538003",216,1452,317,1831
"360470539001",0,355,4,346
"360470539002",0,2401,5,2322
"360470542001",91,1810,134,1898
"360470542002",217,1559,215,1717
"360470542003",28,1081,61,1135
"360470543001",0,7,0,5
"360470544001",26,1097,79,1271
"360470544002",271,1343,338,1487
"360470544003",146,966,174,1027
"360470545001",0,660,4,573
"360470545002",0,1120,7,1234
"360470545003",0,2033,8,1469
"360470545004",0,573,1,722
"360470545005",10,1888,14,1863
"360470545006",0,1734,7,1443
"360470546001",103,1157,179,1269
"360470546002",70,1900,428,2454
"360470546003",61,1289,283,1686
"360470547001",25,1191,52,1234
"360470547002",0,1456,13,1262
"360470547003",109,2598,300,5359
"360470548001",22,1031,54,1180
"360470548002",26,958,32,1009
"360470549001",85,2016,71,2251
"360470549002",74,1106,235,2497
"360470550001",28,976,104,1158
"360470550002",85,910,96,1017
"360470550003",119,1665,282,1781
"360470551001",54,898,174,2668
"360470551002",73,1196,88,1172
"360470551003",78,1156,86,1260
"360470551004",29,1347,49,1243
"360470552001",115,1249,172,1290
"360470552002",168,1262,285,1311
"360470552003",321,987,376,1134
"360470553001",101,898,104,971
"360470553002",78,1011,89,1115
"360470553003",61,687,76,992
"360470554001",220,1804,480,2054
"360470554002",103,1397,252,1584
"360470554003",183,1015,272,1175
"360470555001",205,1959,1151,8688
"360470556001",75,1406,178,1512
"360470556002",42,1329,103,1365
"360470556003",279,977,226,1003
"360470557001",25,506,46,648
"360470557002",95,1149,94,1200
"360470558001",77,1105,129,1289
"360470558002",275,1285,441,1447
"360470560001",57,1256,121,1377
"360470560002",91,1298,218,1510
"360470560003",15,939,89,995
"360470561001",13,751,36,985
"360470561002",25,842,21,816
"360470561003",49,811,32,780
"360470561004",113,891,76,879
"360470562001",132,859,110,840
"360470562002",23,795,31,855
"360470563011",64.2249134948097,807,155,1472
"360470563012",65.2073288331726,966,68,1039
"360470563013",94,1146,76,1071
"360470563014",108,1310,91,1341
"360470563020",0,0,0,0
"360470563021",0.00126583620423529,0.015905507088,25,312
"360470563022",9.56649183581346,130.984094492912,132,1690
"360470564001",84,969,247,1094
"360470564002",79,848,131,930
"360470564003",122,634,143,602
"360470565001",41,978,88,1434
"360470565002",54,1149,49,1081
"360470565003",70,1128,61,1223
"360470566001",173,1338,298,1430
"360470566002",269,1081,412,1118
"360470568001",197,774,285,772
"360470568002",99,540,122,538
"360470569001",39,846,78,943
"360470569002",28,784,52,681
"360470570001",29,771,46,792
"360470570002",54,595,89,586
"360470570003",64,625,106,695
"360470570004",651,1393,784,1461
"360470571001",35,1235,61,1154
"360470571002",15,1127,24,1001
"360470571003",74,1034,89,1203
"360470571004",54,1004,45,909
"360470572001",79,2699,127,2602
"360470572002",222,2744,299,2619
"360470573001",18,774,24,720
"360470573002",66,984,54,980
"360470573003",32,850,57,890
"360470574001",588,1495,703,1421
"360470574002",490,1162,539,1139
"360470575001",95,1116,154,1303
"360470575002",102,1046,96,1068
"360470575003",31,996,93,1266
"360470575004",36,1091,92,1265
"360470576001",638,1443,728,1449
"360470576002",652,1475,684,1463
"360470578001",380,1503,545,1609
"360470578002",481,1673,599,1723
"360470579011",12.9911727616646,303,39,472
"360470579012",57.0088272383354,814,76,944
"360470579021",0,0,0,0
"360470580001",621,1910,708,1853
"360470580002",627,1455,706,1649
"360470582001",359,1014,415,989
"360470582002",250,730,220,693
"360470582003",232,1223,325,1362
"360470584001",321,1368,327,1384
"360470584002",340,2252,474,2413
"360470586001",670,1196,681,1230
"360470586002",786,1323,888,1425
"360470588001",362,1513,511,1825
"360470588002",181,1732,209,1707
"360470589011",19,929,27,902
"360470589012",47,975,68,879
"360470589021",0,0,0,0
"360470590001",750,1899,836,2014
"360470591001",36,1007,44,987
"360470591002",20,855,43,836
"360470591003",20,1108,46,1136
"360470591004",28,950,32,897
"360470592001",160,1117,265,1272
"360470592002",494,1556,550,1732
"360470592003",382,1197,425,1264
"360470593001",37,1289,53,1310
"360470593002",29,939,61,964
"360470594021",112,957,158,1008
"360470594022",94,1188,282,1400
"360470594023",195,1162,419,1372
"360470594024",292,1244,540,1325
"360470594031",502,989,460,962
"360470594032",563,1313,621,1340
"360470594033",289,1380,472,1477
"360470594041",391,1306,523,1487
"360470594042",571,1400,713,1577
"360470594043",147,1240,213,1362
"360470596001",41,571,36,556
"360470596002",27,952,20,993
"360470596003",97,783,237,1020
"360470598001",138,2105,166,2147
"360470598002",134,1322,274,1470
"360470600001",70,975,82,1038
"360470600002",111,1237,222,1457
"360470600003",195,1896,369,2225
"360470600004",62,846,97,987
"360470600005",123,1113,99,1137
"360470606001",131,1653,265,2187
"360470606002",259,902,326,991
"360470608001",44,1027,49,978
"360470608002",173,1354,424,1642
"360470608003",145,1193,148,1395
"360470610020",0,0,0,0
"360470610021",2,811,50,1274
"360470610022",22.2023262104409,2002,39,2036
"360470610023",18.7976737895591,1695,39,1754
"360470610031",228,870,331,971
"360470610032",316,1114,509,1447
"360470610041",37,1398,109,1453
"360470610042",125,1011,216,1147
"360470610043",47,1176,121,1158
"360470610044",95,1238,167,1312
"360470610045",28,1624,74,1599
"360470612001",13,1076,22,1063
"360470616000",0,0,0,0
"360470616001",17,1656,30,1854
"360470620001",24,966,32,922
"360470620002",8,884,28,845
"360470622001",14,1794,108,1840
"360470622002",79,1458,105,1485
"360470626001",124,804,341,963
"360470626002",390,1984,520,2189
"360470628001",17,1295,99,1328
"360470628002",70,1377,233,1425
"360470628003",32,997,75,924
"360470628004",52,1557,213,1545
"360470632001",20,812,75,807
"360470632002",81,635,104,669
"360470636001",76,1236,273,1317
"360470638001",31,570,104,675
"360470638002",113,954,195,942
"360470640001",120,929,125,934
"360470640002",20,670,67,686
"360470642001",141,1353,217,1506
"360470642002",29,1165,72,1359
"360470644001",165,1385,191,1384
"360470644002",1.67979002624672,30,10,61
"360470644003",62.3202099737533,1113,142,1257
"360470646001",29,925,64,977
"360470646002",137,1264,109,1249
"360470648001",68,1192,131,1193
"360470648002",93,753,102,800
"360470650001",114,493,122,455
"360470650002",88,896,141,984
"360470652001",164,1232,212,1197
"360470654001",40,744,59,809
"360470654002",44,863,150,872
"360470656001",40,825,158,888
"360470656002",43,883,102,907
"360470658001",78,903,161,878
"360470658002",67,859,219,966
"360470660001",87,882,163,859
"360470660002",47,891,148,903
"360470662001",166,1411,345,1497
"360470666000",0,0,0,0
"360470666001",0,0,0,1
"360470670001",43,822,78,816
"360470670002",107,1858,410,2060
"360470672001",56,1422,111,1435
"360470674001",56,1035,130,1075
"360470674002",53,929,76,917
"360470676001",21,940,31,892
"360470676002",18,717,53,730
"360470678001",17,1433,32,1633
"360470678002",13,1227,57,1241
"360470680001",33,809,53,862
"360470680002",72,1000,96,1025
"360470682001",73,1256,131,1220
"360470682002",50,1176,125,1269
"360470686001",48,669,107,764
"360470686002",95,864,126,985
"360470688001",49,883,50,869
"360470688002",38,731,88,837
"360470690001",28,781,56,836
"360470690002",58,1010,63,1044
"360470692001",40,1508,77,1609
"360470692002",12,884,30,903
"360470696011",44,1510,144,1546
"360470696012",63,2270,58,2386
"360470696021",19,928,50,1023
"360470696022",186,2385,253,2390
"360470696023",135,2682,176,2862
"360470698001",15,617,34,667
"360470698002",20,660,48,750
"360470700001",7,700,30,676
"360470700002",9,1003,18,974
"360470702011",25,752,28,773
"360470702012",50,881,25,896
"360470702013",21,976,37,1038
"360470702014",36,1893,68,1938
"360470702015",25,2071,90,2074
"360470702020",0,0,0,0
"360470702021",0,37,0,21
"360470702030",0,0,0,0
"360470702031",0,0,0,0
"360470706011",25.2479928635147,913,21,907
"360470706012",30.7520071364853,1787,48,1796
"360470706020",0,0,0,0
"360470706021",0,0,0,4
"360470720001",71,2167,76,2205
"360470722001",13,1539,38,1679
"360470722002",39,1116,67,1214
"360470724001",4,983,9,1039
"360470724002",0,772,12,872
"360470726001",13,2093,80,2582
"360470728001",32,2246,40,2567
"360470728002",11,947,24,1078
"360470730001",27,1114,54,1316
"360470730002",7,865,37,854
"360470732001",46,1036,74,1162
"360470732002",31,1060,40,1011
"360470734001",17,799,75,800
"360470734002",33,1090,41,1018
"360470736001",107,1447,90,1413
"360470736002",18,898,73,947
"360470736003",234,1023,303,1113
"360470738001",77,1297,74,1275
"360470738002",57,944,88,1007
"360470738003",22,984,104,1008
"360470740001",297,1829,266,1720
"360470740002",68,1702,128,1726
"360470742001",89,1915,83,1833
"360470742002",41,1377,20,1190
"360470744001",12,1391,18,1329
"360470744002",31,1101,50,1152
"360470746001",87,1148,129,1206
"360470746002",30,855,44,894
"360470748001",15,1076,6,996
"360470748002",36,936,38,940
"360470750001",49,1569,54,1490
"360470750002",34,1460,48,1438
"360470752001",0,1130,12,1042
"360470754001",0,767,0,717
"360470754002",0,721,0,685
"360470756001",122,1035,87,1017
"360470756002",32,958,49,917
"360470758001",18,864,15,873
"360470758002",30,952,129,1132
"360470760001",1,612,6,639
"360470760002",131,998,183,1017
"360470760003",39,1166,135,1176
"360470762001",73,1015,154,1086
"360470762002",247,1510,413,1541
"360470762003",288,1710,478,1764
"360470764001",32,1260,115,1393
"360470764002",24,1094,77,1103
"360470764003",93,1133,126,1287
"360470766001",34,2061,104,1990
"360470768001",82,862,173,1049
"360470768002",69,1037,154,1250
"360470768003",268,1508,346,1750
"360470770001",20,1268,39,1307
"360470770002",28,1454,74,1469
"360470772001",57,1665,58,1482
"360470772002",42,1729,118,1588
"360470774001",48,875,57,1046
"360470774002",171,2006,174,1983
"360470776001",98,1215,64,1235
"360470776002",35,1488,59,1511
"360470776003",39,1103,113,1038
"360470780001",3,951,29,1030
"360470780002",25,1141,20,1167
"360470782001",0,1382,59,1492
"360470782002",24,2482,35,2589
"360470784001",12,1040,12,1129
"360470784002",29,1308,27,1312
"360470786011",67,1057,122,1184
"360470786012",64.371484408597,1192,157,1190
"360470786021",34.4014869888476,661,46,603
"360470786022",74.2270286025554,1346,11,1470
"360470788011",15,1147,19,1086
"360470788012",4,815,67,954
"360470788021",2,1460,10,1328
"360470790011",22.1128841607565,1336,36,1347
"360470790021",35,1249,58,1265
"360470790022",3,1046,13,1013
"360470790023",19.8871158392435,1463,30,1491
"360470792011",20,1552,48,1743
"360470792021",29,1823,100,2096
"360470792022",19,997,23,1075
"360470794001",4.98741529525653,736,16,945
"360470794002",7.93804453049371,1117,14,1725
"360470794003",0.074540174249758,11,9,72
"360470796011",44,2339,67,1997
"360470796012",33,2074,112,2128
"360470796021",30,2279,112,2231
"360470796022",24,2535,50,2258
"360470798011",57,1702,66,1698
"360470798012",20,1335,40,1259
"360470798021",52,2005,81,1909
"360470798022",102,2073,128,2006
"360470798023",28,1373,112,1732
"360470800001",35,1175,34,1117
"360470800002",22,1022,37,1102
"360470800003",14,1290,52,1343
"360470802001",15,1655,88,1786
"360470802002",10,1220,56,1303
