temp,temp_past,tree,income,builtfar
82.62,76.268,0.131,82829,0.56
84.761,79.311,0,94375,
84.665,77.311,0.15,97824,
75.365,72.887,0.042,62019,0.67
84.402,79.122,0.091,54259,0.79
90.246,80.946,0.007,49659,0.495
84.427,83.55,0,74323,0.56
88.634,81.504,0.006,53421,0.56
81.802,76.958,0.185,86464,
88.045,79.24,0.006,64519,0.49
87.921,77.849,0.012,114545,0.415
86.84,75.94,0.009,100962,0.32
87.537,80.074,0.072,66408,0.315
84.786,77.882,0.011,80625,0.46
87.987,79.621,,81741,
85.534,77.489,0.066,91146,0.24
77.161,71.851,0,100518,0.4
86.006,80.561,0,99023,0.08
87.174,78.977,0,85213,0.085
87.316,78.903,0,89327,0.605
87.345,79.503,0,97115,0.56
88.296,77.726,0,77500,0.59
88.551,78.652,0,77500,0.605
87.421,79.299,0,67500,0.64
87.511,78.418,0,77500,0.66
88.23,78.199,0,77500,0.55
87.466,80.528,0,89327,0.53
87.596,79.185,0,89327,0.62
87.347,81.403,0,57115,0.705
88.228,81.854,0,93494,0.83
88.332,80.672,0,93494,0.57
87.824,80.421,0.004,47105,0.88
86.096,77.593,0.109,70170,0.32
86.176,77.862,0.097,70170,0.385
85.483,77.216,0.025,70170,1.17
86.578,81.752,0,41103,0.795
88.184,81.616,0,70170,1.125
86.546,79.051,0.022,65577,0.94
89.24,82.593,0,63917,1.39
89.797,83.244,0,63917,1.78
86.17,79.916,0,61331,0.925
89.054,81.734,0,61331,1.39
86.005,79.033,0,61331,2.4
89.003,81.219,0,61331,1.155
88.742,84.458,,25231,
90.3,82.633,0,25231,0.71
83.094,75.106,0.248,100813,0.325
87.602,78.465,0.013,93000,0.56
87.075,78.606,0.005,73491,0.59
89.749,82.148,0,93938,0.49
89.597,82.965,0,98250,0.61
86.979,78.36,0.007,73491,0.53
87.18,78.934,0,48750,0.44
88.699,81.357,0.01,98250,0
87.505,79.537,0.008,93000,0.31
87.105,77.991,0.051,98250,0.73
87.485,80.608,0,65446,0.48
87.439,79.937,0,93250,0.49
86.423,78.589,0.011,93250,0.44
87.103,79.876,0.028,66700,0.44
85.626,81.054,0.002,73491,0.64
85.417,78.312,0.112,80694,0.34
86.804,77.892,0.084,93841,0.245
87.08,77.94,0.018,93841,0.325
87.015,77.742,0.073,93841,0.27
86.696,77.459,0.035,93841,0.45
86.907,78.405,0.062,81829,0.37
87.466,78.794,0.035,93841,0.48
86.801,77.27,0.043,93841,0.515
86.958,78.862,0.038,81829,0.34
86.977,78.465,0.027,81829,0.3
86.992,78.112,0.035,81829,0.425
87.408,78.992,0,81829,0.98
86.917,77.857,0.062,81829,0.34
86.065,78.133,,108065,
85.963,78.484,,108065,
86.382,78.06,0.042,81829,0.41
85.886,78.742,0.029,81829,0.61
86.589,78.293,0.035,81829,0.33
86.844,78.783,0.023,81829,0.65
86.862,79.111,0,81829,0.31
84.693,77.854,,88646,
81.647,78.841,0.002,89306,0
80.568,75.258,0.021,89306,0.42
87.268,78.929,0.009,98750,0.43
84.009,83.187,0,71012,1.08
85.159,82.932,0,71012,1.885
86.105,82.644,0,112500,3.22
83.648,80.163,0.017,57405,0.7
83.272,79.856,0,57405,0.7
82.655,79.1,,63125,
84.099,81.587,0.002,66583,0.895
84.632,81.074,0.007,52202,0.76
83.643,82.042,0,58550,1.57
84.739,82.248,0,67500,0.98
86.045,84.101,0,59601,3.86
82.647,76.627,0,98000,1
82.246,77.042,0.118,71920,1.04
82.511,77.258,0.098,71920,0.94
84.575,78.893,0.026,98105,
83.704,79.889,0.066,69432,1.42
87.667,80.601,0.002,45068,
83.92,79.732,0.002,76181,
86.244,82.465,0.003,57405,2.28
86.533,78.291,0.09,67917,0.54
85.467,79.42,,92443,
83.884,77.794,0.124,108214,
83.41,77.346,0.001,95536,0.395
75.354,71.691,0.038,89306,0.42
86.479,86.155,,63587,
85.046,81.986,,63587,
82.021,82.802,0,56535,1.38
80.583,82.85,0.004,83169,2.04
79.571,82.045,0,87083,2.04
79.602,81.998,0,68125,2.04
83.685,85.566,0,67250,2
83.26,84.334,0,84702,3
84.304,80.219,,73590,
81.506,82.75,0,56923,0.85
82.36,82.578,0,67833,0.97
82.115,82.563,0,67833,1.14
82.191,77.344,,122019,
82.846,78.067,0,111188,0.645
82.466,77.175,0.005,111188,1.27
82.764,79.111,,94770,
83.186,78.39,0.021,57227,0.61
84.632,79.648,0.052,81548,0.43
88.303,81.635,0.015,99276,0.515
86.667,79.333,0.008,98646,0.65
88.049,80.792,0.02,99276,0.56
87.73,80.217,0.007,115221,0.44
87.571,78.805,,76797,
87.162,81.196,0.042,98646,0.54
87.499,79.01,0.004,98646,0.53
87.096,79.468,0.033,98646,0.42
87.093,79.344,0.002,91373,0.69
88.134,80.234,0.001,81250,0.41
83.921,78.768,0.014,36571,1.12
83.913,77.623,0.008,74631,2.14
85.817,79.918,0,87800,
85.149,78.416,0,73897,3.14
84.87,78.268,0.001,73897,2.23
84.832,77.758,0.008,118005,0.49
85.222,77.251,0.06,250001,0.32
83.522,77.583,0.226,98185,
87.836,81.409,0.003,136700,0.68
83.357,75.847,0.061,98185,0.39
87.112,77.843,0.038,97418,0.5
86.164,76.983,0.018,250001,0.61
84.202,75.563,0.129,168168,0.4
83.906,76.9,0.098,168168,0.56
84.771,75.609,0.091,168168,0.325
82.257,74.81,0.205,128810,1.98
87.724,83.562,0,86250,0.98
87.337,83.861,0,86250,0.26
86.621,80.438,0.002,70511,0.56
88.889,80.477,0,70511,0.49
87.128,79.173,,50521,
85.349,78.274,0,49243,1.915
86.024,80.436,0,40769,1.61
86.027,80.288,0,63500,0.65
84.166,79.696,0.087,56210,2.23
85.914,81.483,0.006,56210,4.735
88.176,82.137,0,63500,0.945
85.307,79.193,0,63500,3.25
84.218,79.1,0,56210,3.67
87.649,83.978,0,86250,0
85.649,84.888,0,86250,0.96
86.784,84.326,0,86250,0
87.988,82.963,0,86250,
85.657,79.558,0.003,53523,0.73
85.954,81.184,0,86513,1.09
86.301,80.89,0.007,86513,0.82
86.171,80.443,0.025,86513,0.665
88.243,79.25,0.002,64519,0.48
83.705,75.376,0.214,70170,0.29
82.149,73.98,0.475,100813,0.25
87.379,80.505,0,62167,
85.49,76.651,0.006,76672,
84.755,76.659,0.082,76672,
86.814,79.212,0.004,73491,0.59
86.235,77.736,0.083,71667,0.45
82.887,78.202,0.072,104792,0.29
82.518,78.659,0.075,167716,0.305
82.838,78.579,0.111,167716,0.29
84.295,78.473,0.044,104792,0.31
85.003,79.07,0.026,104792,0.355
85.973,80.187,0.017,104792,0.38
84.302,78.433,0.107,104792,0.35
83.522,78.095,0.048,104792,
84.098,78.469,0.084,104792,0.31
83.944,78.489,0.078,167716,0.32
84.035,78.275,0.066,167716,0.45
83.316,78.684,0.087,151000,0.27
83.896,78.992,0.026,151000,0.26
84.358,79.046,0.074,83500,0.29
84.096,78.728,0.112,83500,0.26
84.388,78.943,0.051,83500,0.27
83.872,78.767,0.07,103911,0.355
83.922,78.877,0.055,103911,0.26
83.981,79.175,0.052,103911,0.27
84.31,79.136,0.055,103911,0.28
83.995,78.873,0.011,103911,0.28
85.015,80.194,0.092,103911,0.29
84.636,79.602,0.082,70845,0.3
84.025,79.175,0.094,70845,0.315
84.23,78.671,0.062,54911,0.32
84.501,78.827,0.039,91400,0.32
84.311,78.729,0.04,91400,0.38
85.3,79.563,0.019,64236,0.3
84.282,79.353,0.03,64236,0.305
84.005,78.505,0.053,91400,0.38
84.041,78.433,0.049,91400,0.44
83.748,78.243,0.027,64236,0.4
83.457,77.649,0.075,96818,0.37
83.044,77.842,0.063,96818,0.4
83.848,77.857,0.028,96818,0.26
79.812,75.339,0.336,57896,
80.098,74.732,0.07,57896,
84.359,80.495,0.014,70044,0.55
81.974,74.973,0.007,97824,1.05
82.35,77.943,,39063,
79.299,75.252,0.187,57896,
82.883,75.132,0.161,76354,
85.065,83.069,0,70793,0.32
85.486,82.439,0,43717,2.62
86.072,81.293,0,81510,1.51
83.496,78.468,0.044,56944,0.66
81.696,80.384,0,92614,
81.277,80.101,0,85938,
84.305,84.106,,59417,
83.559,82.971,0,73103,1.84
83.193,82.603,0,79250,2.04
86.761,84.757,0,79250,
82.211,79.234,0.02,98906,0.86
79.403,75.872,0.191,140917,0.38
88.873,83.293,0,44716,0.72
87.755,82.935,0,44716,1
86.675,80.605,0,50368,0
87.68,80.593,0,50368,
87.166,80.88,0,86250,0.68
87.655,80.585,0,50368,
85.835,82.096,0.004,86250,1.03
85.286,81.668,0,86250,0.99
86.76,80.562,0.028,50368,0.455
84.572,81.818,0,41027,1.31
86.138,82.291,0,86250,0.51
87.82,83.262,0,86250,5.575
86.478,82.965,0,86250,0.965
86.739,83.683,0,86250,1.28
87.135,83.661,0,86250,0.88
86.592,79.868,0,73438,0.67
86.354,80.422,0,73438,0.655
86.039,80.151,0,54219,0.61
85.923,78.391,0,106563,0.56
86.047,80.293,0.008,54219,0.745
84.156,77.836,0.035,74000,0.4
90.008,81.464,0.021,77409,0.4
84.54,80.187,0,100339,
84.179,77.675,0.008,74000,0.38
84.81,77.918,0.007,74000,0.42
85.537,79.592,0.015,56625,0.52
84.297,78.561,0,93750,0.59
83.221,79.114,0.025,109107,0.5
83.24,78.311,0.017,109107,0.5
84.033,79.186,0.008,93750,0.5
83.722,78.832,0,100339,
83.983,77.66,0,93750,0.58
85.484,81.093,0,77409,0.445
85.637,79.705,0,77409,0.46
88.748,80.129,0.008,77409,0.395
87.722,78.272,0.011,77409,0.75
85.318,78.506,0.009,145938,0.4
88.614,82.195,0,51650,0
88.218,80.664,0,62438,0.47
88.585,82.833,0,62438,
85.161,81.429,,78168,
84.079,81.557,0,96667,0.78
84.115,82.309,0,72679,0.96
82.864,81.405,0,116705,0.96
83.321,82.086,0,49107,1.2
84.626,83.653,0,107863,4.06
84.059,81.922,0,49107,0.86
83.821,82.592,0,107863,1
85.376,81.273,0,87330,3.59
84.746,80.642,0,71833,1.09
83.802,79.564,,59000,
82.888,81.83,0,83864,1.65
84.342,82.987,,63167,
85.505,80.925,,49523,
84.242,78.303,0.011,56944,0.66
86.039,80.248,,51884,
78.13,71.732,0.04,75455,0.52
85.786,79.708,0,71833,
85.168,79.611,0.006,65655,0.45
85.999,79.9,0.005,104531,0.57
84.656,79.243,0.029,93875,0.46
84.082,78.221,0.009,92132,0.42
85.631,78.435,,87841,
85.558,78.448,,87841,
86.12,79.97,,87841,
85.607,82.123,0,65655,0.5
84.792,79.827,0.001,93875,0.46
84.562,81.488,0.008,106538,0.83
84.806,79.464,0.024,93875,0.43
85.111,81.934,0,93875,1.25
84.995,78.989,0.025,93875,0.51
84.899,78.792,0.088,93875,0.47
83.243,77.985,0.048,83250,0.32
83.287,78.638,0.019,45781,0.61
85.857,79.837,0.015,154191,0.4
86.057,79.285,0.039,163714,0.33
80.672,75.138,,49609,
81.622,76.553,,60567,
85.382,79.85,0,63913,0.75
85.176,79.052,0.014,72083,0.77
86.445,81.322,0,72083,0.65
83.733,79.766,0,74315,0.735
81.739,79.82,0.013,78250,0.88
84.569,78.318,0,94957,0.68
83.879,80.377,0.003,92292,0.855
88.326,83.061,0.006,88900,0.895
86.644,82.385,0.004,88900,0.56
86.836,83.028,0.002,88900,0.47
82.893,81.995,0,62917,0.93
86.154,82.648,0,88900,1.38
84.463,81.088,0.052,62917,0.62
81.623,78.287,0,49659,0
86.913,81.29,0,49659,
84.95,79.542,,52204,
86.782,83.957,0,70793,0.98
81.809,83.078,,90500,
82.454,82.305,,113661,
82.911,82.171,,53564,
84.389,82.405,,53564,
83.414,82.223,,53564,
83.993,81.099,0,67200,
84.5,82.611,,90500,
84.5,82.653,,78929,
84.663,81.831,,61382,
84.672,83.946,,56941,
84.819,83.569,0,41442,
85.906,82.352,0,41442,0.89
85.442,82.345,0,41442,0.805
85.835,82.175,0,90750,1.74
84.793,82.745,0,41442,1.26
84.618,81.512,0,90750,1.03
84.018,80.651,0,37866,1
84.051,80.838,0.025,50938,1.24
84.054,80.001,0.011,50938,2.15
83.633,82.433,,78929,
84.013,83.468,,78929,
84.593,80.701,,56442,
84.278,80.292,,56442,
83.531,80.714,0.013,50938,0.875
86.744,80.639,0,67200,1.015
83.961,80.83,0,67200,0.855
87.473,81.095,0.031,18414,1.53
86.363,80.756,0,67200,1.34
85.998,79.612,0.01,18414,2.13
85.954,81.058,0.02,39896,2.1
84.856,81.542,,61382,
84.729,81.967,,81424,
82.902,79.356,0.029,78000,0.65
83.948,83.545,,84306,
84.437,84.711,,84306,
82.53,82.278,,84306,
81.605,79.993,,102000,
80.978,76.74,,132292,
84.453,79.525,0.014,54524,1.285
84.27,80.865,,64750,
84.04,83.129,,53217,
80.866,75.859,0.1,94837,0.595
80.485,75.183,0.091,94837,0.45
80.989,75.832,0.066,94837,0.52
80.808,74.271,0.231,105917,0.44
83.267,77.775,0.022,94837,0.48
83.118,78.107,0.034,94837,0.5
82.948,78.772,0.018,144261,0.34
82.173,77.782,0.037,95417,0.28
81.984,77.695,0.09,95417,0.395
82.662,78.431,0.064,95417,0.28
81.6,77.817,0.06,95417,0.47
81.82,77.897,0.079,95417,0.725
77.672,74.317,0.26,65074,1.19
81.391,75.867,0.092,144261,0.37
80.973,74.191,0.136,109375,
79.919,73.861,0.258,109375,0.3
79.548,73.684,0.286,109375,0.36
82.963,78.164,0.007,144261,0.355
81.426,74.602,0.213,144261,0.29
82.067,75.252,0.207,144261,0.27
81.005,74.703,0.239,144261,0.43
79.849,73.656,0.26,109375,0.345
81.478,76.06,0.212,144261,0.395
81.576,76.383,0.14,109375,0.35
80.073,74.897,0.134,109375,0.24
79.968,74.802,0.113,105917,0.61
81.308,76.231,0.164,144261,0.41
81.058,75.393,0.134,105917,0.32
87.98,80.875,0,62438,0.42
87.715,81.535,0,77917,0.55
88.867,84.129,0,93485,0.795
87.983,81.723,0,92031,0.62
87.776,81.61,0.002,101591,0.63
88.446,82.565,0,101591,0.61
83.666,79.471,0.004,57448,1.51
82.18,77.947,0.033,60493,0.6
87.222,80.201,,101591,
87.93,80.179,0.005,99375,0.64
86.711,78.402,0.019,101591,0.67
86.044,80.513,0.054,60323,0.46
84.058,78.778,,57448,
83.281,78.169,,57448,
85.339,79.812,0,47250,0.47
85.739,79.953,,120764,
85.846,79.428,0.035,74205,0.66
83.735,78.215,,102560,
83.471,80.229,0.01,44817,0.33
84.728,78.018,0.002,96875,
84.126,76.079,0.193,70170,0.255
83.122,73.043,0.269,97763,0.31
84.725,76.84,0.115,65577,0.33
88.169,83.652,0,74205,0.1
86.324,78.722,0,81829,0.36
82.252,78.441,0.096,98583,0.595
83.863,79.837,0.001,86080,0.62
81.849,80.882,0,61250,0.83
85.239,77.447,0.066,91146,0.32
83.729,78.145,0,66815,
83.715,74.849,0.047,102008,
86.295,80.945,0,49243,1.86
86.253,77.18,0.005,76672,0.54
87.486,81.426,0,61331,0.855
87.278,78.926,0.079,98250,0.4
87.265,78.359,0.081,93841,0.48
87.759,78.749,0.034,93841,0.315
86.354,78.412,0.028,81829,0.465
79.584,74.755,0,89306,0.56
82.564,77.586,0,89306,0.495
80.444,77.138,0.011,89306,
86.77,79.831,0.006,110500,0.41
86.298,79.081,0,45573,0.62
86.992,80.238,0.069,93295,0.51
85.568,79.894,,91136,
86.521,78.682,0.005,70125,0.39
87.185,79.293,0,70526,0.375
87.01,78.939,0.03,71667,0.43
86.729,78.953,0.043,101667,0.37
88.733,82.133,,95817,
86.308,79.726,0.012,154191,0.44
86.349,78.672,0.009,80893,0.71
85.141,79.664,0,74205,0.39
85.859,79.654,0.324,97824,
85.497,77.732,0.108,92778,0.33
87.117,78.761,0.047,133600,0.31
85.99,78.882,0.032,133600,0.35
86.478,78.145,0.035,67917,0.335
86.959,80.797,,108065,
81.905,81.775,0,79811,1.02
83.853,75.02,0.185,97763,0.33
81.959,73.902,0.15,151635,
84.965,79.223,,63750,
88.942,80.764,0.03,83274,0.46
85.808,79.695,0.023,78060,0.29
84.402,76.602,0.057,101607,0.345
84.608,79.437,0,82218,0.58
86.151,79.105,,127639,
85.147,78.737,,141941,
84.268,79.464,0.113,81548,0.43
83.867,80.296,0.005,96125,0.85
89.235,85.082,0,40469,0.99
86.571,77.872,0.01,66979,0.5
82.383,81.04,,56929,
88.099,79.876,0.027,117350,
79.014,74.214,,79318,
86.267,78.484,0.047,113661,0.34
89.216,80.364,0,70050,0.49
83.916,77.155,0.03,87813,0.54
80.858,75.606,0.04,57896,
88.054,79.139,0.018,75391,0.475
87.634,79.564,0,91520,0.38
86.842,85.072,,119816,
84.393,78.227,0.087,225022,0.88
80.948,75.818,0.144,105917,0.46
82.71,78.417,,57448,
86.2,79.052,,92188,
87.903,82.237,,150729,
75.768,71.534,0.056,102692,0.265
76.478,73.581,0.522,176000,0.38
78.37,75.163,0.223,102692,0.35
85.162,82.48,0,56285,1.5
84.33,79.226,0.007,62167,0
84.086,80.907,0.012,52171,1.09
84.195,78.042,0.033,82829,0.55
89.621,82.929,,163125,
81.477,75.77,0.155,93707,
87.57,83.263,0,60721,1.13
83.33,78.529,,57448,
88.328,83.123,0.007,92031,0.48
81.053,82.98,0,46194,1.31
82.705,81.885,,112857,
81.563,83.312,0,54880,1.365
81.013,83.423,0,85878,1.79
86.551,82.314,0,81797,0.77
88.998,82.089,0.01,99375,0.64
88.365,81.682,0,78871,0.77
88.389,80.39,0,242531,0.49
87.081,82.057,0,81556,0.57
87.261,79.726,,150729,
83.64,78.657,0.021,90242,0.505
84.149,78.756,0.028,95185,0.34
81.119,75.518,0.064,94911,0.33
76.436,72.299,0.241,149809,0.32
83.769,79.841,0.06,89153,0.29
87.072,83.96,0,75665,1.14
86.513,80.36,0,77344,0.52
86.645,80.239,0.025,80536,0.96
80.847,81.382,0.009,81250,1.43
84.944,83.833,,107404,
85.188,79.794,,66979,
85.075,79.642,0.007,99219,0.65
86.885,78.4,0,76797,0.335
84.539,78.726,0,28500,1.1
87.52,80.581,0.019,76875,0.405
85.047,78.059,0.004,67193,0.45
86.527,79.9,0.031,128050,0.49
87.159,79.802,0.001,54908,0.48
87.043,78.437,0,61313,0.625
86.564,78.048,0.009,66979,0.41
86.385,80.185,0,122500,0.51
88.706,80.062,0.004,51406,0.57
87.091,80.006,0,67625,0.53
87.818,78.981,0,117350,
89.679,83.21,0,40469,1.575
86.02,79.393,0.001,66408,0.58
86.023,78.697,0,103177,0.35
84.141,78.144,0.009,69483,0.35
87.638,79.507,0.075,113661,0.48
89.298,81.192,0.025,113661,0.54
87.219,81.054,0.004,118750,0.425
87.508,80.125,0,74038,0.54
86.934,80.06,,81741,
86.887,80.433,0,68750,0.46
86.907,80.397,0,69375,0.39
87.135,80.325,0.005,69375,0.39
85.505,78.814,0.024,110280,0.55
86.29,79.806,0.021,85714,0.5
86.037,79.097,0.021,85714,
84.245,77.799,0.037,150333,0.51
82.758,77.776,0.067,115341,0.35
84.047,78.98,0.033,130625,0.29
86.313,81.274,0.011,53523,0.57
85.209,81.528,,65395,
86.012,81.535,0,86513,2
86.58,80.717,0.03,86513,0.75
88.221,83.486,,65395,
86.933,80.878,0.028,73750,0.72
87.533,79.775,,62063,
90.403,84.558,0,51406,
84.002,77.569,,33057,
88.156,80.647,0.026,86125,0.82
86.93,80.452,0.038,38009,0.585
87.812,79.923,0.025,128050,0.54
84.936,79.208,0,72250,
86.792,80.534,0,73750,0.785
84.42,79.086,0.014,65238,0.57
85.891,77.334,0.007,68661,0.55
87.99,82.019,0.004,88438,0.43
86.506,80.872,0.02,104792,0.35
84.147,79.332,0.064,151000,0.265
83.736,78.356,0.057,83500,0.3
84.203,78.472,0.1,151000,0.34
85.394,80.304,0.022,70845,0.5
84.484,78.488,0.015,64236,0.27
83.959,78.52,0.065,91400,0.4
84.516,81.879,,130610,
78.806,75.802,0.01,115547,
82.011,75.725,0.108,90377,0.32
83.466,79.355,0.026,60820,0.53
79.86,72.561,,99875,
77.571,71.423,,99875,
79.918,73.373,,114000,
86.143,80.063,0.013,80250,0.66
82.704,74.393,0.452,73864,
84.121,77.229,0.016,79583,1.46
84.136,75.599,0.11,77417,0.51
83.576,77.71,0.038,77167,0.75
85.315,78.77,0.007,98089,0.725
85.992,82.919,,136116,
86.642,83.689,,41484,
86.729,83.617,,136116,
83.842,83.855,0,89286,1.97
80.596,79.636,0,86923,1.15
77.468,75.587,0.029,28534,1.04
81.095,80.844,0,86923,0.69
79.355,79.823,0.015,87042,1.05
81.93,80.682,0.01,108125,0.6
82.736,82.296,0.003,83229,1.525
80.962,78.857,0.019,76116,0.98
83.833,78.96,0.021,42438,0.575
84.808,79.344,0,50938,0.7
84.862,79.403,0.027,40583,0.47
85.442,79.11,0.04,46607,0.57
85.384,78.871,0.065,50921,0.525
83.466,74.747,0.16,82563,0.36
85.366,79.928,0.025,77904,0.79
84.616,78.759,0.072,146125,0.44
86.1,79.157,,63320,
86.485,79.216,0.028,78750,0.45
86.957,79.724,0.05,78750,0.34
86.852,79.724,0.027,78750,0.34
85.258,79.598,0.052,146125,0.31
86.538,79.754,0.007,101174,0.67
85.308,77.976,0.044,143155,0.36
85.139,80.566,0.053,51974,0.605
84.852,83.518,0,75347,1.05
85.05,84.363,0,89286,1.11
87.964,88.416,,145526,
84.691,79.885,0,39402,0.745
83.678,79.395,0,42438,1.15
83.614,79.339,0,100385,2.91
85.427,79.929,0,100000,0.705
84.859,77.283,0.064,131836,0.53
86.093,78.318,0.005,104453,0.47
85.771,77.776,0.068,168542,0.55
85.042,78.138,0.068,104453,0.53
85.394,78.658,0.01,86875,0.51
83.975,77.523,0.052,116139,1.12
84.744,80.512,0.011,45685,0.375
82.865,79.754,0,75208,
81.433,76.111,0.055,83393,1.93
82.668,81.639,,96295,
87.5,81.082,0.005,61350,0.93
87.642,79.688,,89444,
83.066,78.486,0.047,75227,0.34
83.702,79.731,0,73942,0.93
87.743,79.939,0.014,76797,0.305
82.315,78.921,0.031,44817,0.53
84.039,78.24,0.012,109688,0.38
85.171,81.215,,97383,
83.479,78.723,0.175,115341,0.32
85.179,79.006,0.059,51974,0.4
84.301,78.839,0.018,99219,0.675
81.234,80.754,0,58620,1.75
84.06,82.678,,65938,
85.676,79.241,,94957,
82.359,79.505,0,79375,1.065
83.655,81.023,0.025,105917,0.515
79.996,81.472,0,89896,1.14
86.378,81.577,0,88078,0.74
84.417,78.353,,60750,
87.5,82.046,,82212,
87.729,80.818,0,77500,0.63
84.965,78.566,0,149375,0.71
83.585,78.785,,84821,
84.522,77.673,0.047,150703,0.38
83.182,78.349,0.12,143438,0.33
80.078,75.708,0,75172,0.48
83.189,74.668,0.16,82563,0.47
84.366,77.95,0.006,66771,0.74
83.652,77.493,0.053,66771,0.47
81.739,76.489,0.004,46776,
86.855,78.331,0.005,93000,0.6
83.127,78.896,0.038,98611,0.615
84.562,79.173,0.024,62266,0.625
86.646,79.327,0.005,104922,0.425
87.459,79.197,0.01,77614,0.55
83.334,79.313,0.012,73750,0.85
86.746,77.937,0.055,145938,0.335
88.791,79.051,0.022,81983,0.52
84.51,76.93,0.04,68904,0.535
86.617,80.194,0.02,30893,0.06
86.875,80.997,,42699,
85.024,78.051,,42699,
84.56,78.275,,70470,
85.266,78.252,,134800,
84.097,77.791,,42699,
84.625,78.083,0.126,85213,0.35
83.345,76.143,0.105,68904,0.51
83.583,76.648,0.159,104671,0.48
82.42,75.359,0.211,68904,0.38
83.82,77.178,0.102,104671,
83.167,76.221,0.08,104671,0.46
83.119,76.18,0.12,68904,0.43
84.542,75.694,0.138,68904,0.49
82.131,75.035,0.201,104671,0.3
82.927,75.042,0.04,104671,0.47
82.56,75.31,0.061,104671,0.4
79.121,76.66,0,66815,
83.552,77.185,0.254,104671,0.28
85.058,79.085,0.156,108214,
82.54,77.806,0,66815,0
83.22,77.445,,103398,
84.07,78.061,,103398,
84.275,77.65,,65889,
84.564,78.262,,65889,
84.279,76.971,,65889,
84.525,77.527,,65889,
82.654,76.775,,65889,
83.926,78.208,0,66815,
80.911,77.544,0,25568,
81.14,77.833,0,25568,
84.175,78.435,0.003,66815,0.21
82.912,76.719,0,66815,0.505
84.886,77.31,,52175,
84.256,77.354,0.009,28406,0.71
82.911,78.821,0,28406,0.33
82.95,77.025,0.01,28406,0
83.026,78.453,0,66815,
80.758,77.185,0.091,66815,
76.13,74.489,0,66815,0.54
82.546,77.878,0,66815,
85.933,80.91,0,96667,
82.42,77.152,0,66815,
86.248,78.339,0,66886,1
85.946,78.632,0.018,156583,0.34
86.388,79.736,0,66886,0.82
85.84,79.215,0,53720,0.505
86.064,79.113,0,156583,0.61
86.078,79.263,0,156583,1.43
83.908,78.189,0.002,90132,0.88
83.653,78.436,0.006,90132,1.115
82.639,77.64,0.026,87626,
81.581,77.147,0.083,83250,0.25
80.41,76.468,0.058,83250,0.26
81.617,78.165,,82280,
82.498,76.987,0.082,45781,
82.799,78.5,0.072,145536,0.46
86.805,77.643,0.048,45781,0.45
85.978,78.864,0.016,45781,0.65
84.846,78.857,0.029,45781,
85.182,81.174,0,60769,0.55
85.157,80.499,0,67126,0.58
85.639,80.394,,60769,
85.848,80.49,0,60769,0.59
84.953,80.348,0,67126,0.55
84.705,79.831,0.007,67126,0.57
84.575,80.147,0,67126,0.62
85.171,78.965,0.012,77344,0.525
84.643,78.991,0.012,77344,0.32
83.52,78.336,0.034,145536,0.465
83.475,77.734,0.017,110160,
84.228,77.91,0,67126,
83.708,79.176,0.1,145536,0.42
83.845,78.332,0.053,145536,0.56
84.008,79.02,0.058,145536,0.43
83.642,78.244,0.11,145536,
83.305,81.071,0,200000,3.845
76.451,73.779,0.439,85037,
83.198,78.672,0,139159,3.21
83.174,80.484,0,154103,3.39
82.737,79.042,0,101356,2.32
82.866,79.999,0,141213,2.3
83.293,80.25,0,48667,2.51
80.188,77.21,0,140524,11.48
79.25,76.195,0,250001,10.565
78.124,74.778,,208177,
82.099,81.267,0.017,31750,0.65
84.489,81.736,0,250001,4.68
85.706,81.424,0,215528,7.67
84.771,81.504,0,112621,2.88
77.477,76.248,0.017,23438,
81.767,78.194,,87157,
81.386,78.243,0,95901,7.63
77.925,78.391,0,45371,3.22
83.608,79.388,0.031,168289,0.28
73.977,68.368,0.08,108140,1.35
81.429,76.737,0,153750,14.97
81.61,77.861,0,195930,10.505
80.084,78.793,0.012,91023,
78.567,76.024,0.11,63371,2.78
80.427,80.566,0,72554,3.38
83.736,79.472,0.023,27422,
80.877,78.309,0.066,31750,
80.349,78.114,0.013,168417,3.76
77.415,72.849,,191875,
72.666,68.732,0.453,118942,
75.498,74.046,0.295,29929,0.015
76.056,74.671,0.412,55800,
75.85,71.139,0.497,165458,
76.882,73.928,0.334,92304,
82.075,78.005,0,199643,18.325
82.929,78.758,0,53839,10.37
81.12,76.846,0.001,213295,1.75
76.662,74.616,0.451,85037,3.365
76.43,75.342,0.021,92094,1.425
82.425,82.331,0,58152,3.02
78.693,80.193,0,72969,3.085
80.067,79.33,0,65444,2.91
79.311,80.992,0,62006,4.31
85.04,78.772,0,111648,4
86.675,83.733,,173173,
86.207,82.68,,155508,
82.334,77.546,0.093,11140,2.76
79.082,76.451,0,30281,
80.038,76.849,0.157,17800,
83.01,81.554,0,131842,3.67
83.861,79.05,0.073,54531,
82.767,81.995,0,67292,
83.705,82.988,0,85714,
83.511,84.179,0,64808,4.08
84.183,81.878,0,85714,5.99
76.74,71.786,,133525,
78.217,76.298,0,250001,2.74
79.799,78.88,0.003,132006,3.9
80.527,76.693,0.003,250001,3.45
81.034,78.211,0,232120,8.645
80.537,79.548,0.004,164145,3.38
80.506,78.411,0,174286,8.665
81.672,77.69,,98314,
80.647,75.993,0,192411,4.745
81.852,77.214,0,153750,19.795
79.796,76.461,0.007,250001,17.915
