temp,temp_past,tree,income,builtfar
84.608,82.735,0,47250,1.49
86.341,82.263,0,50882,0.73
80.018,81.525,0.04,111078,1.42
81.393,76.447,0.002,98865,0.85
83.293,82.501,0,128472,1.35
82.796,76.749,0.118,89688,0.53
82.378,77.285,0,101118,0.155
83.824,82.648,,100250,
79.156,78.496,0.004,88770,2.435
85.239,82.654,0.001,85673,1.09
86.449,78.896,0.105,109856,
88.015,80.634,0,55417,1.62
80.757,82.739,0.001,160556,1.905
86.67,86.197,0,98750,
84.309,83.419,0,128472,1.72
81.031,81.413,0,193542,1.78
81.233,81.625,0,111719,1.78
85.331,82.888,0,98750,0
86.323,83.356,0,143313,
88.441,83.049,0,55417,
89.719,88.103,0,54792,1
85.844,83.814,0,54792,
83.679,81.689,0,120521,1.96
83.376,78.905,0.002,110500,0.15
83.362,82.273,0,38289,
83.834,79.196,0,91645,
78.554,74.337,0.131,58289,1.86
86.117,81.308,0,79667,0.795
86.324,83.491,0,86563,1.03
81.598,83.923,0,61205,1.65
83.519,79.165,0.025,109625,0
82.512,79.633,0,139500,0
86.397,81.707,0.004,36815,
82.471,83.294,0,47500,1.68
85.395,85.544,0,42857,2.1
85.421,84.358,0,64375,1.605
86.058,82.904,,50756,
87.891,84.166,0,47188,1.09
87.032,83.827,0,50417,1.74
84.484,83.785,0,45175,
85.868,83.765,0,29250,
88.051,84.52,0,49883,1.055
87.611,83.83,0,49883,1.99
87.171,84.426,0,57634,2.82
84.701,82.433,,151800,
85.519,82.249,,151800,
84.156,78.185,0,74706,0.315
81.7,79.642,0.014,82981,2.39
82.221,78.019,0.007,97798,5.3
82.877,81.89,0.006,131607,2
81.848,80.262,0.004,141806,2.05
85.97,83.55,0,60655,1.04
84.477,82.306,0,34712,1.12
85.753,83.76,0,57729,1.005
81.721,81.864,0.002,61071,2.04
86.728,84.743,0,69432,0.83
85.883,82.47,0,63864,0.5
86.174,82.398,0,83056,0.99
85.146,83.727,0.028,86131,0.62
85.219,83.555,0.01,49896,0.75
86.988,83.23,,51098,
88.936,86.449,,67540,
81.355,77.695,0.153,15893,1.22
83.588,81.977,0,95346,1.04
87.299,84.814,0.002,33980,0.7
83.044,79.068,0.105,19321,0.53
87.31,84.558,0,32466,0.845
86.683,82.175,,47174,
83.955,82.757,0.006,60217,0.89
85.749,83.068,0.009,61375,0.62
89.358,84.661,0,48458,1
83.036,83.715,,64167,
87.334,82.013,0,53594,0
88.263,83.082,0,24671,2.07
87.069,84.888,0,16591,2.3
86.305,83.271,0.008,33980,0.625
84.664,85.343,0,63024,1.23
87.237,83.106,0.004,38465,1.045
86.255,82.105,0,35890,0
85.822,83.427,0,83056,0.82
86.107,84.372,0,59265,0.925
87.158,83.459,0,28099,1.6
86.981,81.655,,53594,
85.178,82.512,0,31500,0.695
84.154,83.638,0,58438,1.28
83.541,84.439,0,66875,0.93
87.833,81.192,0,14080,0.215
82.35,83.984,0,89688,1.35
84.303,85.137,0,35455,1.37
85.748,84.505,0,35455,1.31
85.849,83.699,0,24076,
81.395,81.474,0,25926,
82.405,84.288,0,44542,1.575
86.245,80.722,0,54850,0.98
85.706,83.299,0,19779,1.52
84.543,83.993,,101375,
84.298,83.019,0,133272,1.26
82.946,84.205,0,47202,1.02
86.256,83.196,,25425,
84.642,78.989,0.039,156313,0.6
82.917,82.822,0.006,50769,1.63
82.024,81.736,0,50769,
84.226,82.79,,156218,
85.257,80.426,0,83472,1.14
85.963,79.877,0,66961,0.9
86.099,81.493,0,84375,0.67
84.047,81.42,0,63914,1.35
86.595,83.212,,36815,
85.916,83.642,,36815,
84.037,82.966,0,76250,1.74
83.518,82.168,0,75714,0.6
83.752,82.481,0,75714,1.58
87.38,81.839,,121429,
85.721,82.729,0,26031,1.65
83.806,83.03,,64904,
85.787,79.377,0.004,30221,0.64
86.209,83.49,0.007,104673,1.375
86.86,83.055,,85597,
85.178,84.897,0.003,31208,2.15
82.882,78.897,0.066,19321,0.49
79.466,81.056,,86250,
79.714,79.841,0.008,153869,1.66
87.709,82.133,0.004,74040,1.1
83.789,84.507,,73750,
84.451,81.097,0,74875,0.15
82.785,82.454,0,120521,1.8
83.318,82.361,,54429,
83.799,80.352,0.019,19321,
81.795,78.095,,71250,
84.996,81.964,,79750,
85.478,84.481,,68553,
83.394,83.179,0,64904,0.82
84.274,83.254,,76331,
88.644,85.949,0,77250,1
82.986,81.864,,96722,
86.643,80.764,0,93693,
85.088,82.686,0,84291,1.05
80.85,83.161,0,74167,1.65
82.729,79.743,0.019,44545,1.235
87.31,82.321,0,48750,0.98
83.536,76.1,,29625,
80.898,81.407,0.003,176500,1.89
85.501,83.458,0,83056,0.805
87.086,84.889,0,53594,0.75
83.255,78.21,,156313,
83.502,79.289,0.004,93086,0.9
84.621,83.272,0,26031,1.83
84.148,83.165,0,81172,1.67
86.185,80.921,,73750,
86.055,83.794,0,17105,1.44
80.225,80.467,0,104911,1.015
79.929,80.64,0,181625,1.08
80.181,77.405,0.081,104911,1.575
82.829,80.4,0.033,82903,2.39
82.461,79.527,0.065,138276,0
82.16,79.343,0.109,138276,0.58
82.927,80.66,0.015,109821,0.89
82.339,79.979,0.011,138276,0.83
82.126,79.716,0.027,138276,0.88
81.827,80.946,0.018,146667,0.99
82.908,81.869,0.094,109821,1.145
82.414,80.426,0.027,84886,0.89
82.005,80.381,0.004,138276,1.09
82.388,81.098,0.02,146250,0.79
83.42,80.492,,99223,
82.333,79.916,0.02,84886,0.87
81.55,80.42,0.017,100063,0.94
79.598,77.393,0.054,181625,1.03
82.97,81.217,0.019,84886,0.81
82.36,80.011,,101152,
82.599,80.543,,101152,
81.677,82.166,0.023,102679,1.37
81.889,80.098,0,148026,2.38
81.991,82.929,0,102679,2.69
80.484,83.13,0,60335,2.86
82.804,83.803,0,105855,1.96
82.563,82.375,0.01,51406,1.655
82.012,82.815,0,95333,2.35
82.871,82.904,0,126161,2.1
81.182,83.356,0.002,80147,2.44
80.774,82.098,0.022,80147,2.825
84.022,83.644,0,95333,2.06
83.292,83.24,0,126161,1.88
80.963,83.006,0.007,51406,2.025
81.036,79.727,0.068,109750,1.645
82.25,81.982,,80147,
83.056,80.875,,109750,
81.391,80.464,0.014,109750,3.61
81.682,84.404,0.027,65179,2.03
81.956,83.592,0,67736,3.765
84.462,86.414,0,67736,0
81.827,82.139,0.003,67736,1.115
82.231,82.662,0,40582,0.03
82.573,83.648,0,51061,1.65
80.891,82.665,0,56341,1.755
81.465,82.876,0,56341,2.1
85.929,85.475,0,61205,1.74
84.245,78.718,0,43097,
87.837,85.015,0.04,51154,0.36
84.884,83.652,,76250,
86.905,83.664,0,67481,1.795
86.281,84,0,85597,2.66
86.502,83,,85597,
87.269,83.077,0,80982,1.67
86.625,82.881,0,80982,1.05
86.641,83.84,0,80982,2.25
84.094,79.169,0.08,14477,1.19
83.415,83.508,0,93625,1.8
84.06,82.08,0.005,30179,2.4
85.006,83.321,0,73036,2.58
85.897,85.554,0,73036,0
86.365,83.163,0,37083,2.98
84.111,79.836,0.026,20968,1.09
82.676,79.782,0,37083,
84.547,80.428,0,37813,0.96
83.802,81.231,0,26908,
86.585,83.109,0,50296,3.28
87.355,82.079,0,50296,1.35
85.316,82.975,0,69150,1.15
86.754,83.448,0,29250,2.09
87.219,83.871,0,32429,2.24
87.666,85.906,0,67946,1.1
83.412,82.003,0,66667,1.03
81.43,79.617,0.02,72292,1.02
85.474,82.996,0,50491,1.36
86.361,83.652,0,29250,2.12
91.114,85.444,0,40357,0.89
89.792,84.918,0,40357,1.16
91.181,86.277,0,40357,0.82
85.025,82.109,,92805,
85.462,85.522,0,60536,2.67
87.876,84.753,0,60536,0.23
82.833,81.74,0,71677,1.95
82.736,82.057,0.002,64450,0.68
80.035,83.053,0,51061,1.95
83.608,83.884,0,109583,2.14
83.067,82.972,0,123250,1.62
84.144,83.937,0.003,94375,1.87
83,82.215,0.002,134186,1.58
83.603,82.244,0.007,94375,1.56
86.981,83.387,0,95179,0.955
86.146,83.953,0,95179,2
81.463,80.99,0.005,161250,2
79.286,79.153,0,137875,4.015
82.384,79.78,0,125000,1.46
80.405,79.294,0.002,196163,2.18
79.378,78.301,0.008,160671,2.22
82.654,85.314,,46815,
86.034,84.496,0,49028,1.04
85.287,83.615,0,45175,0
87.248,84.425,0,57634,1.52
86.985,83.391,0,56625,1.22
83.791,83.82,,106898,
85.078,84.209,0,88173,1.595
80.16,80.043,0,166622,3.05
86.612,84.375,0,166622,0
85.78,85.218,0,101682,1.71
83.323,80.399,0.001,56639,0.71
82.946,80.77,0,95346,1.19
83.978,81.53,0.004,79605,0.85
82.709,80.203,0.011,94563,0.41
84.709,82.065,0,79605,0.77
83.587,81.639,0,96188,0.71
82.169,81.264,0,73060,1.14
83.923,82.088,0,68500,0.9
83.7,81.296,0,53516,0.655
84.061,81.175,0.006,89444,0.75
85.11,82.07,0,82105,0.8
86.425,81.034,,58365,
84.775,80.358,0,50272,0.79
85.931,81.149,0,50272,1.055
85.076,79.806,,65114,
85.06,79.139,0,11858,1.65
85.142,79.684,0,14037,2.05
82.703,77.596,0,64028,0.31
80.458,76.422,0.005,64028,0.27
84.082,80.457,0,25394,6.47
86.722,80.22,0,12083,0.89
83.234,82.344,0.004,66276,1.16
82.848,82.498,0,64438,0.7
82.683,78.574,0.036,94563,0.19
85.565,79.333,0.024,75288,0
85.333,81.382,0,78906,0.96
84.37,80.781,0,70244,0.935
88.096,86.433,0,48833,0.8
84.983,82.966,0,84191,1.16
82.843,81.742,0.004,63864,1.48
85.374,83.997,0,70769,1.22
86.635,86.099,0,51154,0.99
85.193,83.104,0,81591,0
84.804,81.912,0,67330,0.77
86.241,84.093,0,60313,0.59
85.095,81.842,0,79605,0.705
86.37,80.905,0.001,52295,0.61
88.325,83.106,0,52295,0.77
84.289,81.868,0,88011,0.6
83.063,81.307,0,62273,0.68
83.919,81.227,0,89779,1.25
83.975,80.886,0,64915,0.56
84.013,78.976,0.003,60000,0.41
82.238,80.966,0.002,59722,0.98
84.51,78.014,,95214,
87.854,83.819,0,111204,0.63
84.251,80.961,0,90000,0.49
84.176,82.349,0,80750,0.88
83.995,82.504,0.007,80750,0.9
84.419,82.038,0,80750,0.89
84.395,80.84,0,77984,0.82
83.756,82.538,0,102939,1.28
86.185,83.031,0,102939,0.88
83.027,81.096,0.016,83185,1.09
82.465,78.191,,47150,
82.609,77.726,0.001,83185,1.23
84.565,80.156,0,17381,4.2
80.916,78.027,0.21,109750,
85.796,83.826,0,95179,3.92
83.673,83.097,0.017,65179,
82.987,77.63,0,179167,0.68
87.193,82.772,0,80982,1.09
84.573,84.888,0,68553,1.76
84.61,82.768,0,51591,3.46
84.504,82.825,0,76976,1.68
86.13,84.076,0,73036,1.955
83.35,81.957,0,87500,1.94
85.613,83.998,0,190845,1.83
83.404,81.243,0,40000,2.055
84.417,82.446,0,37083,
85.337,81.158,,26908,
85.515,82.742,0.003,45175,2.15
87.385,84.094,0,32429,1.63
87.391,85.488,0,67946,2.16
81.576,80.92,0,72292,1.08
85.653,83.856,0,50491,0.96
88.282,83.492,0,57463,0.73
90.194,84.757,0,40357,
84.368,84.767,0.003,45294,1.74
83.099,83.319,0,64450,1.09
84.755,83.531,0,47500,1.54
83.675,84.613,0.004,178750,1.36
83.887,84.341,0,106179,0
83.189,82.726,0,173333,2.43
86.624,85.201,0,95179,0.61
80.873,80.603,0,157692,2.68
80.013,79.347,0,157692,2.15
80.222,79.002,0,130625,1.655
81.764,81.416,0.004,221731,2.07
87.717,84.339,0,47188,1.23
85.9,83.825,0,29250,2.14
86.467,83.854,0,48839,1.61
82.059,81.914,0.004,110673,1.6
83.878,82.441,0,166622,0
83.898,81.22,0,114009,0.68
84.826,85.448,0,166622,2
84.806,84.004,0,101682,1.335
83.272,83.008,0,124079,2
84.775,82.737,0,151800,1.93
84.845,83.26,0,84795,1.99
84.191,82.733,0,151800,1.6
85.364,82.959,0,51250,1.975
81.192,79.607,0.004,108170,2.27
84.519,83.318,0,147083,1.89
84.705,84.813,0,52974,1.02
84.09,81.027,0.064,59375,0.01
86.8,83.19,0,83571,0.73
87.23,81.093,0,106458,0.77
87.694,82.256,0,87108,0.68
86.229,83.59,0,74875,0.7
91.117,87.777,0,70250,0.935
86.971,80.677,0.001,109107,0.68
86.376,81.314,0,61161,0.79
81.271,82.234,0.005,119457,2.21
84.135,83.14,0,178750,2.11
87.984,82.647,0,79890,0.725
85.418,80.973,0,61161,0.745
88.689,85.629,,57463,
86.762,83.735,0,100575,2.45
86.614,84.819,,45965,
84.235,80.2,,66513,
86.201,84.732,,66513,
83.912,83.334,0,64205,0.755
85.136,83.465,0,41071,0.98
83.048,81.657,0.01,72981,0.855
84.072,82.797,0,49722,0.71
85.553,84.699,,34353,
85.222,83.057,0,45547,0.85
85.171,83.448,0,55500,0.79
81.82,82.523,,180991,
79.138,80.746,0.003,155250,2.375
85.03,83.463,0,108482,1.2
88.166,83.57,0,146331,
81.157,79.548,0.011,149438,1.8
86.359,81.54,0,36815,
84.192,82.6,0,93885,1.33
82.976,82.142,,107697,
82.243,81.294,0.019,156917,1.3
83.541,82.237,0.004,210357,1.39
81.238,81.963,0.016,202868,1.3
81.141,81.819,0.002,188108,1.8
80.501,80.37,0.005,177375,3.9
82.522,81.311,0.023,156917,1.29
84.483,82.561,0,103189,0.92
84.058,80.008,0.016,73768,0.535
84.152,80.139,0.045,73768,0.57
84.35,81.447,0,73768,0.61
85.231,84.047,,62083,
85.5,79.662,0,60554,0.8
87.767,80.303,0,168167,0.59
85.435,82.59,,43250,
86.07,84.07,,58315,
86.377,82.204,,51467,
83.597,83.52,0,133047,5.135
86.93,85.49,0,103500,1.01
84.828,84.478,0,92763,1.135
84.418,81.882,0.003,116515,1.2
85.916,81.56,0.01,35355,2.165
84.093,81.816,,74120,
86.5,84.924,,144291,
83.624,82.234,0,53415,0.82
85.381,82.856,0,71442,0
83.315,84.329,,31208,
85.469,81.995,0.032,39018,1.03
82.884,82.738,0.013,93000,1.2
85.781,79.331,0,21681,1.4
85.473,86.04,0,91855,1.805
86.427,83.815,0.004,25125,0.82
84.435,83.946,0.011,96354,1.35
82.521,82.551,0.004,76295,1.5
83.429,83.369,0,50458,2.16
85.736,82.972,0,72244,0.87
84.188,81.119,0,73929,1.34
82.774,82.224,0.024,101399,1.69
84.267,80.948,,99223,
84.232,81.98,,81500,
82.414,80.084,0,59709,1.34
87.507,83.392,0.014,11709,1.67
87.019,80.189,0.03,53942,1.02
84.724,80.784,0,75375,0.95
81.774,82.193,,127917,
81.411,81.43,0,82578,1.5
87.183,84.48,0,175179,1.63
84.817,83.281,0,83802,
82.85,83.722,0.002,66705,1.48
87.197,85.364,0,31414,0.81
86.786,83.425,0.009,78548,1.72
87.567,82.218,0,32898,0
84.768,83.266,0,133272,
82.522,75.821,,65114,
81.056,81.324,0,99321,
88.628,83.323,0.081,37888,0
83.967,79.979,0,80436,1.755
82.409,81.298,0.003,131806,1.475
85.105,82.637,0,136680,2.08
85.771,85.41,0,180602,1.745
82.946,82.364,0,93558,1.5
81.365,76.201,0.057,63359,
83.482,83.833,0,83974,1.04
83.7,82.817,,66418,
83.275,83.556,0,74556,0.98
82.235,75.797,0.022,37888,
86.054,79.785,,87538,
86.341,83.036,,98333,
84.443,83.501,0,55469,
85.81,82.967,0,30977,0.58
84.91,80.454,0,70901,0.8
85.205,82.589,0,44545,0.56
89.396,85.101,0,40357,2.6
86.88,81.192,0,61985,
83.802,81.614,0,99750,1.1
82.736,82.551,0,55058,1.035
83.465,82.556,0.023,77328,1.385
82.499,83.539,0,64766,1.63
82.419,81.792,0,64766,2
80.926,81.153,0,63393,1.68
81.407,83.003,0,38900,1.795
85.967,82.777,0.001,89943,3.33
83.203,83.508,,57857,
85.111,80.361,0.017,39548,0.82
80.986,83.181,,89702,
82.154,84.317,0,38900,1.46
82.093,83.768,0,38900,1.71
83.916,82.533,0.128,89702,1.86
81.017,83.466,,46594,
80.07,82.137,,65375,
81.061,83.241,,46594,
80.546,82.787,,65375,
85.157,83.535,0,118833,0.68
84.083,81.843,0.008,62054,0.83
83.829,80.472,0,73768,0.575
84.777,79.982,0.004,70797,0.6
84.59,79.987,0.008,71111,0.55
84.568,79.875,0,70797,0.615
87.107,81.677,0.004,70797,0.68
84.672,80.155,0.005,70797,0.67
85.43,84.503,0,73768,2.14
87.61,82.366,0,72900,3.84
85.509,81.725,0,72900,0.38
87.23,79.894,0,71000,0.72
75.857,71.424,0.004,67847,4.695
87.744,80.276,0,168167,0.52
75.278,70.734,0.052,46389,0.72
86.725,79.827,0.027,72900,0.63
87.478,80.717,0,168167,0.56
85.331,83.148,,62083,
85.074,82.939,,58315,
88.707,82.912,0,76957,5.65
85.884,80.969,,46705,
84.303,82.221,,46705,
84.587,82.602,,58315,
84.931,82.615,0,96705,1.5
86.296,83.798,,77250,
85.603,81.718,0.003,86563,1.03
90.958,84.864,0,40357,1.425
85.512,85.271,0,111567,0.685
87.561,85.431,0,64583,1
85.467,84.481,0,64583,1.495
88.711,85.93,0,77250,0.93
86.474,87.183,0,77250,1.44
84.967,79.464,0.008,43263,8.4
87.57,85.335,0,77250,0.82
88.691,85.972,0,77250,
89.76,86.935,0,77250,1.21
89.238,87.038,0,77250,1
87.024,82.828,,85417,
87.337,83.358,0,175179,2.2
84.572,84.976,0,85597,1.65
87.603,83.94,0,57463,0.89
82.742,83.481,0,175833,1.05
83.389,83.599,0,81016,2.38
84.546,79.774,0,105650,0
86.454,82.728,,66250,
83.893,82.43,0,47250,1.87
84.206,82.926,,47250,
86.703,81.212,0,116719,0.645
84.497,79.824,,47389,
86.518,82.658,0,39130,2
84.776,82.77,0,42097,0.99
88.733,86.278,0.018,44606,1.55
81.342,78.726,0.026,104911,1.5
87.599,81.407,0,64931,0.84
82.673,77.307,0.001,63625,0.055
86.857,77.337,0.088,58571,0.345
82.5,78.471,0.006,90208,0.53
85.809,77.536,0.006,76672,0.505
79.933,78.956,0.001,70044,1.105
83.09,78.801,0,36601,1.54
83.701,74.797,0.199,231250,0.39
82.318,77.198,0.092,105893,0.285
90.627,82.321,0,61331,2.08
86.221,79.557,,88646,
87.252,79.841,0.021,45573,0.49
87.681,79.821,0.015,70526,0.47
82.28,76.409,0.216,84250,0.48
87.019,78.584,0.05,74125,0.22
84.937,78.497,,101875,
89.387,81.374,,163125,
84.595,78.386,0.021,82218,0.5
86.926,79.862,0.028,127958,0.28
87.524,79.665,0.025,110781,0.28
85.268,80.109,0,69000,0.48
84.75,79.898,0.016,107563,0.33
86.503,79.449,0.012,74950,0.69
87.098,78.841,0.021,76563,0.56
86.279,79.01,0.118,66979,
84.089,79.343,0,95893,
88.174,79.009,0.002,109911,0.41
87.155,82.4,0,64519,1.09
83.411,78.494,0.077,54908,0.51
86.102,79.964,0.024,68827,0.54
86.045,78.135,0.031,130278,0.43
86.93,78.13,0.007,61625,0.49
88.799,78.739,0.022,71563,0.56
83.713,78.548,0.033,130625,0.375
88.211,77.764,,62063,
83.417,78.471,0.079,167716,0.29
87.379,79.029,0.005,104922,0.39
87.875,78.766,0,77500,0.345
84.111,77.556,0.056,87813,0.48
87.735,81.907,0.009,71000,0.45
83.945,79.302,,77031,
87.185,78.324,0.021,106841,0.46
84.115,78.886,0.004,56944,0.88
85.272,79.666,0,80893,0.72
83.907,75.222,0.189,67411,0.4
83.294,77.684,0.16,66802,0.61
86.976,76.901,0.001,75921,0.29
86.338,79.783,0.01,80250,0.58
87.356,81.932,0,53523,0.65
82.673,75.334,0.251,68904,0.295
84.426,80.03,0.029,87626,0.635
80.893,80.814,0,75625,1.09
86.789,83.61,0,96667,
86.528,84.147,,78168,
79.755,81.984,0,63750,
86.745,79.946,0,65139,0.66
86.252,80.844,0,70846,0.32
85.735,80.776,,73681,
88.197,80.867,0,62438,0.6
82.039,74.911,0.134,102031,0.38
80.936,80.982,0,85938,1.48
87.835,86.831,0,96708,0.75
84.762,81.504,0.007,44630,2.17
83.09,74.594,0.139,82563,0.46
84.865,83.812,,111414,
84.79,81.662,0,113487,0.81
84.664,84.718,0,86583,0.95
83.045,78.564,0.034,81149,0.29
83.414,83.795,0,98553,1.24
84.093,84.291,0,59875,0.99
82.687,75.425,0.246,168168,0.305
83.116,78.793,0.037,60820,0.35
84.616,83.524,,136116,
82.512,82.896,0,83229,1.61
85.969,79.576,0.007,73882,0.27
86.46,79.537,0.005,143155,0.345
83.486,77.433,0.111,64205,0.48
84.617,78.603,0.017,31058,0.8
85.052,83.31,0,30972,0.65
83.967,79.954,0.01,64059,2.54
83.507,78.755,0,38011,1.2
85.787,82.434,,36223,
81.845,77.121,0.087,86464,0.66
84.198,77.998,0.012,100125,0.665
85.343,82.323,0,56748,0.68
82.367,78.645,0.01,60455,0.55
88.208,80.002,0.038,76563,0.565
84.782,79.584,0.014,45685,0.435
86.898,79.982,0,99904,0.67
80.626,76.159,0.259,76219,0.43
83.463,79.414,0.044,109297,0.27
86.036,78.802,0,129148,0.92
83.89,80.041,0.01,79816,0.92
85.724,82.042,0,44198,1.9
85.309,85.067,0,83281,1.045
84.058,78.346,0,56458,0.39
83.556,83.056,,46071,
89.194,84.683,0,85139,0.68
82.802,80.595,0.018,42583,0.795
86.191,83.421,0,92917,0.955
81.876,78.351,,67382,
84.127,83.689,,66941,
84.483,82.371,,61078,
83.977,81.406,0,71726,1.1
87.314,79.018,0,83818,0.5
82.132,76.787,0.008,66802,
83.931,81.956,0,70139,0.55
84.558,81.448,,64750,
87.336,82.525,0,66744,0.675
85.509,79.198,,125167,
77.339,73.416,0.347,149809,0.325
83.747,80.918,0,52171,1.05
89.407,81.063,,94000,
87.96,80.296,0,81797,0.65
82.379,77.698,0.07,80313,0.485
81.328,77.063,0.218,80313,
84.89,83.176,0,41729,1.135
82.253,79.912,0,78000,0.93
84.77,78.132,0.002,81250,2.93
91.026,83.586,0,56875,0.64
88.76,80.28,0.011,86667,0.53
83.331,82.632,0,44722,1.1
83.856,81.804,0,84291,1.125
81.389,80.772,0,46445,1.23
80.061,79.777,,153869,
86.388,85.438,,64375,
86.987,83.311,0,60938,1.105
86.251,82.349,0,50882,
86.984,83.872,0,43422,1.11
82.038,80.024,0,100313,0.86
83.295,79.405,0,56563,0.87
82.692,81.416,0,169531,2.05
81.219,79.886,0.012,129130,1.78
87.606,81.733,0,61161,0.68
87.058,81.899,0,58147,
87.737,82.918,0,87759,0.71
83.644,84.343,0,49896,
84.634,81.951,0,57708,1.005
86.732,82.182,0.002,56071,0.745
84.914,83.71,0,57463,0.89
84.151,82.988,0,134886,1.05
82.329,83.422,0,86957,1.275
82.674,83.11,0,72045,0.82
86.109,82.597,,50291,
83.657,80.491,0,93086,1.07
84.506,80.332,0,79750,0.81
83.388,83.757,0.004,62300,1.44
81.319,79.62,0.018,149438,2.03
82.975,82.958,,81172,
85.031,82.851,0,36815,
84.625,81.645,0,53462,0.8
87.179,80.12,0,96607,0.44
84.029,82.097,0,85694,1.59
85.582,84.234,,100250,
84.968,83.851,,63958,
85.148,79.469,0,96722,0.575
86.819,81.846,0,73125,1.4
85.867,83.866,0,85597,1.65
83.947,85.624,0,34628,1.71
87.106,83.18,0,80982,1.74
85.993,83.196,0,80982,0.315
85.594,84.652,0,88750,1.78
85.529,84.469,0,56982,1.68
83.923,82.437,0,60658,1.26
83.023,83.254,0,60658,1.29
86.765,83.677,0,56982,1.64
86.233,83.724,,82574,
85.217,82.813,0.022,51591,1.15
85.383,80.102,0,43263,0
85.342,81.812,0,51591,2.07
84.251,81.41,0.033,51591,1.5
85.926,83.713,0,56982,1.62
83.557,81.394,0.011,30179,3.125
82.261,78.16,0.052,18657,2.94
84.1,81.842,0,46667,2
83.804,80.142,0,46667,1.99
83.513,77.415,0.032,18657,3.05
84.827,83.042,0,87500,2.095
83.61,82.221,0,87500,1.735
86.176,85.742,0,73036,2.54
85.862,84.735,0,73036,2.58
85.674,83.946,0,73036,1.75
85.436,83.563,0,190845,1.93
84.575,82.773,0,102882,2.38
83.515,81.665,0,102882,2.18
85.342,83.447,0,103875,1.72
86.025,83.433,0,103875,1.51
85.459,84.503,0,103875,1.97
84.366,83.732,0,190845,2.03
83.999,82.977,0,97433,2.93
85.201,81.815,,97433,
84.105,80.519,0,37083,0
81.78,78.097,0.001,37083,2.14
83.82,80.828,0,46667,
85.147,81.048,0,20968,1.94
84.442,80.653,0.003,23375,2.42
84.774,80.875,0.091,82950,0.01
84.323,81.085,0.001,82950,0.01
84.003,81.077,0,37813,
84.705,80.665,0,26908,
85.238,81.67,0,23375,2.33
84.82,80.793,0,26908,
83.643,79.325,0,25163,4.265
86.027,81.738,0.056,58352,
85.587,78.653,0.127,34231,
85.94,79.002,0,69286,1.06
86.325,82.142,0,43250,1.34
81.086,81.085,,75625,
85.639,83.483,0,81154,0.39
88.678,85.249,0,81154,0
85.751,81.735,0,87759,0.6
85.373,82.288,0,82031,0.77
85.265,81.737,0.013,59643,0.925
82.966,82.822,0,102935,0.48
83.578,81.277,0.002,66588,1.01
84.438,83.017,0.005,106071,1.14
86.438,83.461,0,66588,
85.194,81.788,0.019,59643,0.895
86.937,81.905,0,65184,1.11
88.826,83.35,0,70921,0.59
84.407,82.732,0,83221,0.84
83.064,83.202,0.003,81840,1.38
85.643,82.981,0,83221,0.79
82.84,82.984,0,91477,1.01
84.903,85.163,0,111204,0.66
85.472,82.382,0,77675,1.105
86.437,83.205,0.004,54273,0.99
86.531,82.655,0,77675,0.87
86.33,83.502,0,78304,0.45
87.759,86.185,0,91100,0.68
83.532,84.402,0,91100,0.98
85.014,81.83,0,57729,0.19
84.527,82.775,0.005,108487,0.75
87.139,83.065,0,69432,0.485
85.074,83.983,0,48464,0.89
85.042,82.971,0,108487,
85.824,83.431,0,51850,0.77
86.751,84.666,0,76406,0.78
85.437,83.458,,59766,
82.215,83.343,0,62596,
81.198,84.843,0,88917,1.09
86.661,84.331,0.021,48833,0.425
83.765,82.839,0,106071,1.13
85.687,83.65,0.008,38465,0.68
85.416,82.481,0.028,61354,0.93
85.907,82.317,0.015,61354,0.78
84.737,79.461,0.082,56071,1.17
86.529,84.475,0.006,59081,0.69
85.51,82.206,0,24637,1.125
85.093,81.92,0,37589,0.76
84.914,83.876,0.001,49896,0.62
84.22,81.043,0.033,59609,0.48
85.285,85.007,0,55781,1.54
88.351,84.656,0.139,22480,
86.867,83.125,0,49348,0.57
82.636,89.244,0,67540,0.455
84.113,85.447,0.042,67540,0.39
85.307,81.543,0.002,49348,0
84.776,83.551,,150179,
87.645,83.403,0.061,36815,2.34
87.379,84.897,0,48576,2
80.552,84.192,,63250,
88.594,83.606,0.002,44821,0.365
84.795,85.086,,36250,
85.784,83.323,0,54306,0.85
85.412,81.797,0.011,46429,0.7
83.609,83.591,0,49978,0.68
84.659,82.985,0.004,41071,0.915
85.075,86.835,,34353,
80.85,80.293,0.008,154961,1.4
83.858,81.26,0.004,93885,1.35
83.261,79.785,0.001,82903,
82.528,80.413,0.004,123654,1.34
81.448,81.473,0,176500,2.95
81.788,82.523,,180991,
84.103,80.203,0,105650,1.37
80.815,80.065,0,115250,1.6
84.464,82.543,0.011,108482,2.11
82.913,79.579,0.077,83750,1.9
87.63,82.321,0.004,72900,1.27
86.367,82.097,0,146331,
81.445,79.907,0.01,65069,1.02
85.625,82.553,0,56080,0.87
81.111,78.342,0.05,62773,0.42
84.916,82.754,0,52974,0.77
84.642,83.562,0.001,103500,1.64
84.254,82.498,0.014,132857,1.28
83.443,82.601,,107697,
84.894,83.75,,100250,
79.462,80.869,0,216806,1.83
82.04,81.035,0.002,81758,1.52
83.448,84.553,0,145184,0.85
81.76,81.207,0,58903,3.27
83.348,83.304,0.004,48977,3.73
81.842,84.175,0.01,65417,0.92
